ID,NAME,RATING,PHONENUMBER,NO_OF_REVIEWS,ADDRESS
1445980004826,Sun Nong Dan ,4.5,(213) 365-0303,134,"3470 W 6th St, Los Angeles, CA 90020"
1445980001026,Cha Cha Cha ,4.0,(323) 664-7723,843,"656 N Virgil Ave, Los Angeles, CA 90004"
1445980001527,Ear Wax Records ,5.0,(608) 257-6402,5,"254 W Gilman St, Madison, WI 53703"
1445980003056,Mad Cat Pet Supply ,5.0,(608) 255-4450,32,"1012 Williamson St, Madison, WI 53703"
1445980004255,Rick�۪s Olde Gold ,4.0,(608) 257-7280,5,"1314 Williamson St Frnt, Madison, WI 53703"
1445980001079,Chicago Curry House ,3.5,(312) 362-9999,371,"899 S Plymouth Ct, Chicago, IL 60605"
1445980001112,China Kitchen ,3.0,(608) 826-4432,6,"6608 Mineral Point Rd, Madison, WI 53705"
1445980001126,Chipotle Mexican Grill ,3.0,(608) 233-4305,19,"4000 University Ave, Madison, WI 53705"
1445980003469,Naf Naf Grill ,4.0,(608) 256-0071,14,"555 State St, Madison, WI 53703"
1445980003946,Pita Pit ,4.0,(608) 819-6722,18,"449 State St, Madison, WI 53703"
1445980004624,Soga Shabu Shabu ,3.5,(608) 819-6780,34,"508 State St, Madison, WI 53703"
1445980005732,Which Wich ,4.0,(608) 709-1094,14,"411 State St, Madison, WI 53703"
1445980000412,Bambou Le Pho ,4.0,(323) 848-8881,469,"8351 Santa Monica Blvd, West Hollywood, CA 90069"
1445980003903,Pho Tan Hoa ,4.0,(415) 673-3163,422,"431 Jones St, San Francisco, CA 94102"
1445980002585,Kang Ho Dong Baekjeong ,4.5,(213) 384-9678,2002,"3465 W 6th St, Los Angeles, CA 90020"
1445980002586,Kang Ho Dong Baekjeong ,4.5,(213) 384-9678,1981,"3465 W 6th St, Los Angeles, CA 90020"
1445980004686,Spicy BBQ Restaurant ,4.5,(323) 663-4211,397,"5101 Santa Monica Blvd, Los Angeles, CA 90029"
1445980002983,Lost Coast Outfitters ,5.0,(415) 483-2278,11,"550 Montgomery St, San Francisco, CA 94111"
1445980001320,Crossroads Cafe ,,(608) 262-5038,0,"1000 Bascom Mall, Madison, WI 53706"
1445980001372,Dairyland Family Restaurant ,3.0,(608) 222-9232,14,"716 Cottage Grove Rd, Madison, WI 53716"
1445980001416,Delarosa ,4.0,(415) 673-7100,984,"2175 Chestnut St, San Francisco, CA 94123"
1445980003157,Marquee New York ,2.5,(646) 473-0202,133,"289 10th Ave, New York, NY 10001"
1445980003934,Pio Pio ,4.0,(212) 459-2929,1383,"604 10th Ave, New York, NY 10036"
1445980005744,White Oak Oyster Bar & Cocktail Lounge ,4.0,(646) 692-9347,45,"818 10th Ave, New York, NY 10019"
1445980001465,DLUX ,4.0,(608) 467-3130,234,"117 Martin Luther King Jr Blvd, Madison, WI 53703"
1445980000341,Au Lac DTLA ,4.5,(213) 617-2533,175,"710 W 1st St, Los Angeles, CA 90012"
1445980001382,Danger Dogs ,4.5,1445980000000,18,"415 W 8th St, Los Angeles, CA 90006"
1445980001487,Dong II Jang Restaurant ,4.0,(213) 383-5757,445,"3455 W 8th St, Los Angeles, CA 90005"
1445980002102,Hae Jang Chon Korean BBQ Restaurant ,4.0,(213) 389-8777,2684,"3821 W 6th St, Los Angeles, CA 90020"
1445980002780,LA Sands Boxing Gym ,4.0,(213) 909-7029,12,"515 E 4th St, Los Angeles, CA 90013"
1445980002861,Le Comptoir ,4.5,(213) 290-0750,44,"3606 W 6th St, Los Angeles, CA 90020"
1445980003123,Mapo Kkak Doo Gee Restaurant ,4.0,(213) 736-6668,208,"3611 W 6th St, Los Angeles, CA 90020"
1445980004139,Quarters Korean BBQ ,4.5,(213) 365-8111,599,"3465 W 6th St, Los Angeles, CA 90020"
1445980004604,Smiles Cafe USC ,4.5,1445980000000,20,"844 W 32nd St, Los Angeles, CA 90007"
1445980005236,The Little Door ,4.0,(323) 951-1210,1349,"8164 W 3rd St, Los Angeles, CA 90048"
1445980005309,The Real 3rd Street Chicken House ,4.5,(213) 386-1135,22,"4254 W 3rd St, Los Angeles, CA 90020"
1445980005429,Toe Bang Cafe ,4.0,(213) 387-4905,557,"3465 W 6th St, Ste 110, Los Angeles, CA 90020"
1445980003557,Nitty Gritty Birthday Bar ,3.0,(608) 251-2521,94,"223 N Frances St, Madison, WI 53703"
1445980005846,Yummy Yummy ,4.0,(415) 566-4722,1027,"1015 Irving St, San Francisco, CA 94122"
1445980004752,Stephanie S.'s review of The Kombucha Sho,5.0,1445980000000,1,"1418 South Park St, Madison, WI 53715"
1445980004575,Simone G.'s review of West River Caf,4.0,(773) 866-2133,109,"4400 N Kedzie Ave, Chicago, IL 60625"
1445980001584,El Metate Restaurant ,4.0,(415) 641-7209,923,"2406 Bryant St, San Francisco, CA 94110"
1445980004429,San Francisco Bay Flowers ,1.0,(415) 643-6519,1,"801 N Point St, San Francisco, CA 94109"
1445980001566,El Cochinito Restaurant ,4.0,(323) 668-0737,383,"3508 W Sunset Blvd, Los Angeles, CA 90026"
1445980002953,Local ,4.0,(323) 662-4740,649,"2943 W Sunset Blvd, Los Angeles, CA 90026"
1445980002745,La Cocina Boricua de la Familia Galarza ,4.5,(773) 235-7377,202,"2420 W Fullerton Ave, Chicago, IL 60647"
1445980000500,Beau Ideal House of Beauty ,5.0,(323) 369-6904,24,"714 S Los Angeles St, Los Angeles, CA 90014"
1445980002752,La Espiga De Oro ,4.5,(415) 826-1363,112,"2916 24th St, San Francisco, CA 94110"
1445980002954,Local Mission Eatery ,3.5,(415) 655-3422,407,"3111 24th St, San Francisco, CA 94110"
1445980003543,Nico ,4.0,(415) 359-1000,138,"3228 Sacramento Street, San Francisco, CA 94115"
1445980001640,Eno Vino Wine Bar & Bistro ,4.5,(608) 664-9565,189,"601 Junction Rd, Madison, WI 53717"
1445980001696,Falling Water Cafe ,2.5,(608) 831-2000,6,"1313 John Q Hammons Dr, Middleton, WI 53562"
1445980001701,Famous Yeti�۪s Pizza ,4.5,(608) 877-1544,24,"971 N Page St, Stoughton, WI 53589"
1445980000472,Bath & Body Works ,4.5,(608) 826-0626,3,"23 W Towne Mall, Madison, WI 53719"
1445980005535,Umami Buns ,4.0,(608) 819-6319,11,"716-798 State St, Madison, WI 53706"
1445980001776,Flaming Wok ,3.5,(608) 240-1085,29,"4237 Lien Rd, Madison, WI 53704"
1445980001619,Elsing�۪s 2nd Hand Shop ,5.0,(608) 873-8997,4,"421 E Main St, Stoughton, WI 53589"
1445980001864,Froma on Melrose ,4.5,(323) 653-3700,179,"7960 Melrose Ave, Los Angeles, CA 90046"
1445980001957,Glass Nickel Pizza ,4.0,(608) 218-9000,50,"5003 University Ave, Madison, WI 53705"
1445980002036,Great Harvest Bread Company ,4.5,(608) 284-9309,16,"3258 University Ave, Madison, WI 53705"
1445980000743,Brian S.'s review of Hong Kong Loung,3.5,(415) 668-8836,1215,"5322 Geary Blvd, San Francisco, CA 94121"
1445980001989,Good Food ,5.0,(608) 217-5227,39,"33 E Main St, Madison, WI 53703"
1445980002023,Granite City Food & Brewery ,3.5,(608) 829-0700,102,"72 West Towne Mall, Madison, WI 53719"
1445980002029,Graze ,4.0,(608) 251-2700,576,"1 S Pinckney St, Madison, WI 53703"
1445980002052,Greenbush Bar ,4.0,(608) 257-2874,125,"914 Regent St, Madison, WI 53715"
1445980005041,Thank U Pho ,4.5,(213) 380-3223,163,"3522 W 8th St, Los Angeles, CA 90005"
1445980002083,Gus�۪s Diner ,3.5,(608) 318-0900,42,"630 N Westmount Dr, Sun Prairie, WI 53590"
1445980001133,Cho Oishi ,2.5,(323) 464-0500,119,"6801 Hollywood Blvd, Los Angeles, CA 90028"
1445980004451,Sapp Coffee Shop ,4.5,(323) 665-1035,545,"5183 Hollywood Blvd, Los Angeles, CA 90027"
1445980002306,Husky Hog BBQ ,4.5,(773) 442-2769,130,"335 W 31st St, Chicago, IL 60616"
1445980001041,Chang Jiang Chinese Restaurant ,3.0,(608) 278-1818,16,"646 S Gammon Rd, Madison, WI 53719"
1445980002143,Harvest ,3.5,(608) 255-6075,160,"21 N Pinckney St, Madison, WI 53703"
1445980002174,Hell�۪s Kitchen ,3.5,(212) 977-1588,42,"754 9th Ave, New York, NY 10019"
1445980004643,Soot Bull Jeep ,4.0,(213) 387-3865,721,"3136 W 8th St, Los Angeles, CA 90005"
1445980005076,The Black Sheep ,4.0,(213) 689-5022,747,"126 E 6th St, Los Angeles, CA 90013"
1445980004350,Ruay Thai ,4.0,(212) 545-7829,323,"625 2nd Ave, New York, NY 10016"
1445980001992,Good Luck Dim Sum ,4.0,(415) 386-3388,1137,"736 Clement St, San Francisco, CA 94118"
1445980003905,Phoenix Hotel ,4.0,(415) 212-8141,197,"601 Eddy Street, San Francisco, CA 94109"
1445980002262,Hopwater Distribution ,4.5,1445980000000,353,"850 Bush St, San Francisco, CA 94108"
1445980001066,Cherry Circle Room ,4.0,(312) 792-3515,41,"12 S Michigan Ave, Chicago, IL 60603"
1445980004059,Potbelly Sandwich Shop ,4.0,(312) 428-2971,32,"200 S Michigan Ave, Chicago, IL 60604"
1445980003007,Lucha Lucha ,4.5,(929) 273-2380,82,"283 Nostrand Ave, Brooklyn, NY 11216"
1445980002361,Ippudo NY ,4.0,(212) 388-0088,7566,"65 4th Ave, New York, NY 10003"
1445980002396,J.P. Graziano Grocery Co. ,4.5,(312) 666-4587,304,"901 W Randolph St, Chicago, IL 60607"
1445980001144,Chop Shop II ,4.5,(646) 964-5672,32,"41 W 24th St, New York, NY 10010"
1445980003604,NTS News ,,(917) 796-5264,0,"224 W 35th St, New York, NY 10001"
1445980002412,Jade Garden ,3.0,(608) 260-9890,32,"1109 S Park St, Madison, WI 53715"
1445980002414,Jake Melnick�۪s Corner Tap ,3.5,(312) 266-0400,706,"41 E Superior St, Chicago, IL 60611"
1445980002471,Jeremy K.'s review of Goodman's Jeweler,4.0,(608) 257-3644,13,"220 State St, Madison, WI 53703"
1445980002620,Kelly E.'s review of Urban Outfitter,3.5,(608) 258-8818,13,"604 State St, Madison, WI 53703"
1445980002460,Jeni�۪s Splendid Ice Creams ,4.0,(872) 802-4668,73,"1505 N Milwaukee Ave, Chicago, IL 60622"
1445980002490,Jim L.'s review of Parthenon Gyros Restauran,3.5,(608) 251-6311,97,"316 State St, Madison, WI 53703"
1445980002493,Jimmy John�۪s ,3.0,(608) 251-6789,5,"527 State St, Madison, WI 53703"
1445980001061,Chef Fredy Cuisine ,5.0,(630) 556-1057,7,"1752 W Grand Ave, Chicago, IL 60622"
1445980003592,North and South Seafood & Smokehouse ,4.5,(608) 829-0093,5,"6604 Mineral Point Rd, Madison, WI 53705"
1445980002568,Kabul Restaurant ,3.5,(608) 256-6322,124,"540 State St, Madison, WI 53703"
1445980002635,KFC ,,(608) 849-5004,0,"600 W. Main Street, Waunakee, WI 53597"
1445980002563,K & G Jewelers ,4.5,(415) 751-2712,72,"5520 Geary Blvd, San Francisco, CA 94121"
1445980003520,New World Market ,4.0,(415) 751-8810,100,"5641 Geary Blvd, San Francisco, CA 94121"
1445980002597,Karyn�۪s Fresh Corner Raw ,3.5,(312) 255-1590,222,"1901 N Halsted St, Chicago, IL 60614"
1445980005255,The Mid ,2.0,(312) 265-3990,260,"306 N Halsted St, Chicago, IL 60661"
1445980002707,Kuletos ,3.5,(415) 397-7720,746,"221 Powell St, San Francisco, CA 94102"
1445980005460,Tortas Los Picudos ,4.5,(415) 824-4199,218,"2969 24th St, San Francisco, CA 94110"
1445980001483,Don the Car Care Man ,3.0,(608) 467-0602,2,"2008 University Ave, Madison, WI 53726"
1445980002720,L S.'s review of La Brioche True Foo,3.5,(608) 233-3388,120,"2862 University Ave, Madison, WI 53705"
1445980000985,Casa Chocolate ,4.0,(323) 734-7679,103,"3319 W Pico Blvd, Los Angeles, CA 90019"
1445980002771,La Oaxaque̱a ,4.0,(415) 621-5446,418,"2128 Mission St, San Francisco, CA 94110"
1445980002789,La Taqueria ,4.0,(415) 285-7117,2312,"2889 Mission St, San Francisco, CA 94110"
1445980005147,The Eddy ,4.5,(646) 895-9884,174,"342 E 6th St, New York, NY 10003"
1445980002623,Ken S.'s review of Sai Jai Thai Restauran,4.0,(415) 673-5774,669,"771 O'Farrell St, San Francisco, CA 94109"
1445980002802,Lakeview Bakery and Deli ,5.0,(608) 250-2380,12,"524 E Wilson St, Madison, WI 53703"
1445980002096,Ha Long Bay Vietnamese & Thai Bistro ,4.0,(608) 255-2868,325,"1353 Williamson St, Madison, WI 53703"
1445980002097,Ha Long Bay Vietnamese & Thai Bistro ,4.0,(608) 255-2868,325,"1353 Williamson St, Madison, WI 53703"
1445980002853,Lazy Jane�۪s ,4.0,(608) 257-5263,184,"1358 Williamson St, Madison, WI 53703"
1445980004001,Plan B ,3.0,(608) 257-5262,54,"924 Williamson St, Madison, WI 53703"
1445980004718,St Vincent De Paul Stores ,3.5,(608) 257-0673,24,"1309 Williamson St, Madison, WI 53703"
1445980002820,Lao Laan,3.5,(608) 819-0140,68,"2098 Atwood Ave, Madison, WI 53704"
1445980005025,Tex Tubb�۪s Taco Palace ,3.5,(608) 242-1800,171,"2009 Atwood Ave, Madison, WI 53704"
1445980002849,Layla�۪s Persian Food ,4.0,(608) 216-4511,26,"141 S Butler St, Madison, WI 53703"
1445980002904,Liholiho Yacht Club ,4.5,(415) 440-5446,480,"871 Sutter St, San Francisco, CA 94109"
1445980003020,Lula Cafe ,4.0,(773) 489-9554,1363,"2537 N Kedzie Blvd, Chicago, IL 60647"
1445980003057,Mad City Crabhouse ,1.0,1445980000000,2,"122 State St, Madison, WI 53774"
1445980003090,Maharaja Restaurant ,4.0,(608) 246-8525,42,"1707 Thierer Rd, Madison, WI 53704"
1445980003105,MaMa Ji�۪s ,4.0,(415) 212-8187,443,"4416 18th St, San Francisco, CA 94114"
1445980005369,The Up & Up ,4.0,(212) 260-3000,42,"116 MacDougal St, New York, NY 10012"
1445980002328,IGo VeGo ,,(608) 658-7081,0,"1219 N Sherman Ave, Madison, WI 53704"
1445980003115,Manna Cafe & Bakery ,4.0,(608) 663-5500,119,"611 N Sherman Ave, Madison, WI 53704"
1445980003320,Minas Brazilian Restaurant & Cacha̤aria ,4.0,(415) 626-8727,112,"41 Franklin Street, San Francisco, CA 94102"
1445980003133,Marigold Kitchen ,4.0,(608) 661-5559,353,"118 S Pinckney St, Madison, WI 53703"
1445980005840,Yu Chun Chic Naeng Myun ,4.0,(213) 382-3815,677,"3185 W Olympic Blvd, Los Angeles, CA 90006"
1445980003152,Marlowe ,4.0,(415) 777-1413,1629,"500 Brannan St, San Francisco, CA 94107"
1445980003159,Marrakesh ,2.5,(608) 238-7111,25,"5510 University Ave, Madison, WI 53705"
1445980003724,Ostrich Farm ,4.0,(213) 537-0657,83,"1525 W Sunset Blvd, Los Angeles, CA 90026"
1445980001444,Dim Sum Club ,4.0,(415) 529-2615,98,"2550 Van Ness Ave, San Francisco, CA 94109"
1445980003208,Mecca Supper Club ,3.5,(773) 775-1077,77,"6666 N Northwest Hwy, Chicago, IL 60631"
1445980003248,Met Photo ,5.0,(212) 869-6960,2,"1500 Broadway, New York, NY 10036"
1445980003302,Milan Restaurant ,4.0,(718) 788-7384,49,"710 5th Ave, Brooklyn, NY 11226"
1445980003305,Milio�۪s Sandwiches ,4.0,(608) 245-2700,5,"5534 Eastpark Blvd, Madison, WI 53718"
1445980000228,Angie M.'s review of Small Cheva,4.0,1445980000000,107,"1732 N Milwaukee Ave, Chicago, IL 60647"
1445980003402,"MOOYAH Burgers, Fries & Shakes ",4.0,(608) 270-1022,45,"6309 Mckee Rd, Fitchburg, WI 53719"
1445980001188,Clark St. Ale House ,4.0,(877) 637-7133,241,"742 N Clark St, Chicago, IL 60654"
1445980003467,Nacional 27 ,3.5,(312) 664-2727,694,"325 W Huron St, Chicago, IL 60654"
1445980004668,South Kawa ,4.0,(773) 940-1238,144,"3417 S Halsted St, Chicago, IL 60608"
1445980001147,Chris A.'s review of Arts and Crafts Beer Parlo,4.5,(646) 678-5263,102,"26 W 8th St, New York, NY 10011"
1445980002822,Lao Laan,4.0,(608) 280-0104,212,"1146 Williamson St, Madison, WI 53703"
1445980003508,New Golden Daisy ,4.0,(415) 392-0111,163,"1041 Stockton St, San Francisco, CA 94108"
1445980003697,Oriental Wok ,3.0,(608) 255-1288,12,"532 S Park St, Madison, WI 53715"
1445980003540,Nick�۪s Pit Stop ,4.5,(773) 342-9736,15,"2023 N Damen Ave, Chicago, IL 60647"
1445980003577,Noodles & Company ,3.0,(608) 829-0202,19,"7050 Mineral Point Rd and Gammon Rd, Madison, WI 53717"
1445980004044,Pork & Mindy�۪s ,,(844) 573-6737,0,"1623 N Milwaukee Ave, Chicago, IL 60647"
1445980002249,Hong Kong Clay Pot Restaurant ,3.5,(415) 989-2638,547,"960 Grant Ave, San Francisco, CA 94108"
1445980004844,Super Duper Burgers ,4.0,(415) 882-1750,804,"783 Mission St, San Francisco, CA 94103"
1445980003615,Oakcrest Tavern ,4.0,(608) 233-1243,37,"5371 Old Middleton Rd, Madison, WI 53705"
1445980004568,Siggy�۪s Good Food ,4.5,(212) 226-5775,308,"292 Elizabeth St, New York, NY 10012"
1445980003696,Orient House ,3.5,(608) 571-6512,70,"626 S Park St, Madison, WI 53715"
1445980003699,Original Pancake House ,3.5,(608) 222-1137,20,"516 River Pl, Monona, WI 53716"
1445980003698,Original Pancake House ,4.0,(608) 231-3666,95,"5518 University Ave, Madison, WI 53705"
1445980002810,Lan Larb ,4.0,(212) 889-1769,65,"637 2nd Ave, New York, NY 10016"
1445980003756,Pakwan Restaurant ,4.0,(415) 255-2440,1343,"3180-82 16th St, San Francisco, CA 94103"
1445980003765,Palmyra Mediterranean Grill ,3.5,(608) 630-9191,44,"419 State St, Madison, WI 53703"
1445980003766,Palmyra Mediterranean Grill ,3.5,(608) 630-9191,43,"419 State St, Madison, WI 53703"
1445980005827,Yang San Bak ,4.0,(213) 365-9689,202,"3601 W 6th St, Los Angeles, CA 90020"
1445980005016,Ten Pin Alley ,3.5,(608) 845-1010,16,"6285 Nesbitt Rd, Fitchburg, WI 53719"
1445980005282,The Paradise Lounge ,4.0,(608) 256-2263,52,"119 W Main St, Madison, WI 53703"
1445980003790,Pantheon Bar ,,(608) 251-6311,0,"316 State St, Madison, WI 53703"
1445980000959,Capriotti�۪s Sandwich Shop ,3.5,(608) 833-5551,31,"610 Junction Rd, Madison, WI 53717"
1445980003901,Pho Nam Noodle House ,4.0,(608) 836-7040,84,"610 Junction Rd, Madison, WI 53717"
1445980004843,Super Duper Burgers ,4.0,(415) 558-8123,928,"2304 Market St, San Francisco, CA 94114"
1445980004450,Sapori Trattoria ,4.5,(312) 967-9358,1299,"2701 N Halsted St, Chicago, IL 60614"
1445980003959,Pizza Hut ,2.0,(608) 442-4242,2,"520 S. Park St., Madison, WI 53715"
1445980003984,Pizza Pit Extreme ,3.5,(608) 271-3333,11,"6628 Odana Rd, Madison, WI 53719"
1445980005656,VIP ,4.0,(608) 831-5555,98,"6718-6722 Odana Rd, Madison, WI 53719"
1445980003988,Pizzarito New York Pizza By the Slice ,3.0,(310) 823-7333,172,"4371 Glencoe Ave, Marina del Rey, CA 90292"
1445980005296,The Plaza Tavern ,4.0,(608) 255-6592,56,"319 N Henry St, Madison, WI 53703"
1445980004034,Pomp & Circumstance ,4.0,(312) 951-7667,32,"1400 Wells St, Chicago, IL 60610"
1445980004047,Porta Bella ,2.5,(608) 256-3186,61,"425 N Frances St, Madison, WI 53703"
1445980004049,Porteno Restaurant ,4.5,(212) 695-9694,212,"299 10th Ave, New York, NY 10001"
1445980004069,Prado Restaurant ,4.0,(323) 467-3871,402,"244 N Larchmont Blvd, Los Angeles, CA 90004"
