ltable_id,rtable_id,label,left_id,left_title,left_authors,left_venue,left_year,right_id,right_title,right_authors,right_venue,right_year,id
2563,37650,0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems vldb j. 1994,"d barbarс , h garcia-molina",,,37650,"revisiting commit processing performance in distributed database systems r gupta , j haritsa , k ramamritham",,"proc . acm sigmod int &#39; l conf . management of data ,",,11
1401,37650,1,1401,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,37650,"revisiting commit processing performance in distributed database systems r gupta , j haritsa , k ramamritham",,"proc . acm sigmod int &#39; l conf . management of data ,",,12
2563,5159,0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems vldb j. 1994,"d barbarс , h garcia-molina",,,5159,data allocation in distributed database systems 1988.0,pmg apers,acm transactions on database,,13
1401,5159,0,1401,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,5159,data allocation in distributed database systems 1988.0,pmg apers,acm transactions on database,,14
2030,5159,0,2030,locating data sources in large distributed systems vldb,"l galanis , y wang , s jeffery , d dewitt",,2003.0,5159,data allocation in distributed database systems 1988.0,pmg apers,acm transactions on database,,15
670,5159,0,670,deeds towards a distributed and active real-time database system 1996,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,,5159,data allocation in distributed database systems 1988.0,pmg apers,acm transactions on database,,16
2538,5159,0,2538,an introduction to spatial database systems vldb j. 1994,r gќting,,,5159,data allocation in distributed database systems 1988.0,pmg apers,acm transactions on database,,17
807,5159,0,807,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000.0,5159,data allocation in distributed database systems 1988.0,pmg apers,acm transactions on database,,18
707,5159,0,707,"the network is the database : data management for highly distributed systems j navas , m wynblatt sigmod conference",,,2001.0,5159,data allocation in distributed database systems 1988.0,pmg apers,acm transactions on database,,19
1239,5159,0,1239,"smooth - a distributed multimedia database system h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch vldb 2001",,,,5159,data allocation in distributed database systems 1988.0,pmg apers,acm transactions on database,,20
1421,5159,0,1421,"query caching and optimization in distributed mediator systems s adali , k candan , y papakonstantinou , v subrahmanian sigmod conference",,,1996.0,5159,data allocation in distributed database systems 1988.0,pmg apers,acm transactions on database,,21
2383,5159,0,2383,"deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis n krivokapic , a kemper , e gudes",,vldb j.,1999.0,5159,data allocation in distributed database systems 1988.0,pmg apers,acm transactions on database,,22
2563,2799,0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems vldb j. 1994,"d barbarс , h garcia-molina",,,2799,"local verification of global constraints in distributed databases proceedings of the acm sigmod conference on management of & hellip ; ,","a gupta , j widom",,,23
2563,47913,0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems vldb j. 1994,"d barbarс , h garcia-molina",,,47913,"distributed query processing in database systems proc . acm sigmod , austin . tx . june ,","r epstein , m stonebraker , e wong",,,24
2528,47913,0,2528,mariposa : a wide-area distributed database system 1996,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,,47913,"distributed query processing in database systems proc . acm sigmod , austin . tx . june ,","r epstein , m stonebraker , e wong",,,25
2030,47913,0,2030,locating data sources in large distributed systems vldb,"l galanis , y wang , s jeffery , d dewitt",,2003.0,47913,"distributed query processing in database systems proc . acm sigmod , austin . tx . june ,","r epstein , m stonebraker , e wong",,,26
807,47913,0,807,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000.0,47913,"distributed query processing in database systems proc . acm sigmod , austin . tx . june ,","r epstein , m stonebraker , e wong",,,27
703,47913,0,703,"query optimization in compressed database systems z chen , j gehrke , f korn",,sigmod conference,2001.0,47913,"distributed query processing in database systems proc . acm sigmod , austin . tx . june ,","r epstein , m stonebraker , e wong",,,28
1721,47913,0,1721,"distributed processing over stand-alone systems and applications g alonso , c hagen , h schek , m tresch vldb",,,1997.0,47913,"distributed query processing in database systems proc . acm sigmod , austin . tx . june ,","r epstein , m stonebraker , e wong",,,29
104,47913,0,104,query processing in tertiary memory databases s sarawagi,,vldb,1995.0,47913,"distributed query processing in database systems proc . acm sigmod , austin . tx . june ,","r epstein , m stonebraker , e wong",,,30
2563,35490,0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems vldb j. 1994,"d barbarс , h garcia-molina",,,35490,"transactions and consistency in distributed database systems il traiger , j gray , ca galtieri , bg lindsay 1982.0",,"acm transactions on database systems ,",,31
2383,35490,0,2383,"deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis n krivokapic , a kemper , e gudes",,vldb j.,1999.0,35490,"transactions and consistency in distributed database systems il traiger , j gray , ca galtieri , bg lindsay 1982.0",,"acm transactions on database systems ,",,32
758,35490,0,758,the mariposa distributed database management system sigmod record,j sidell,,1996.0,35490,"transactions and consistency in distributed database systems il traiger , j gray , ca galtieri , bg lindsay 1982.0",,"acm transactions on database systems ,",,33
492,35490,0,492,"distributed transactions in practice p ram , l do , p drew sigmod record",,,1999.0,35490,"transactions and consistency in distributed database systems il traiger , j gray , ca galtieri , bg lindsay 1982.0",,"acm transactions on database systems ,",,34
2563,58600,0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems vldb j. 1994,"d barbarс , h garcia-molina",,,58600,"implementation techniques for main memory database systems dj dewitt , rh katz , f olken , ld shapiro , mr 1984.0",,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",,35
1616,58600,0,1616,"implementation of two semantic query optimization techniques in db2 universal database q cheng , j gryz , f koo , t leung , l liu , x qian , k schiefer vldb",,,1999.0,58600,"implementation techniques for main memory database systems dj dewitt , rh katz , f olken , ld shapiro , mr 1984.0",,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",,36
1959,58600,0,1959,a non-uniform data fragmentation strategy for parallel main-menory database systems 1995,"n bassiliades , i vlahavas",vldb,,58600,"implementation techniques for main memory database systems dj dewitt , rh katz , f olken , ld shapiro , mr 1984.0",,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",,37
146,58600,0,146,implementing lazy database updates for an object database system,"f ferrandina , t meyer , r zicari",vldb,1994.0,58600,"implementation techniques for main memory database systems dj dewitt , rh katz , f olken , ld shapiro , mr 1984.0",,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",,38
2120,58600,0,2120,an almost-serial protocol for transaction execution in main-memory database systems 2002,"s blott , h korth",vldb,,58600,"implementation techniques for main memory database systems dj dewitt , rh katz , f olken , ld shapiro , mr 1984.0",,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",,39
2563,20709,0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems vldb j. 1994,"d barbarс , h garcia-molina",,,20709,"achieving robustness in distributed database systems acm transactions on database systems , 1983.0","dl eager , kc sevcik",,,40
1401,20709,0,1401,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,20709,"achieving robustness in distributed database systems acm transactions on database systems , 1983.0","dl eager , kc sevcik",,,41
2528,20709,0,2528,mariposa : a wide-area distributed database system 1996,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,,20709,"achieving robustness in distributed database systems acm transactions on database systems , 1983.0","dl eager , kc sevcik",,,42
758,20709,0,758,the mariposa distributed database management system sigmod record,j sidell,,1996.0,20709,"achieving robustness in distributed database systems acm transactions on database systems , 1983.0","dl eager , kc sevcik",,,43
682,20709,0,682,"improving timeliness in real-time secure database systems s son , r david , b thuraisingham sigmod record",,,1996.0,20709,"achieving robustness in distributed database systems acm transactions on database systems , 1983.0","dl eager , kc sevcik",,,44
2563,40767,0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems vldb j. 1994,"d barbarс , h garcia-molina",,,40767,"production rules in parallel and distributed database systems proceedings of the 18th vldb conference , aug ,","s ceri , j widom",,,45
1401,40767,0,1401,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,40767,"production rules in parallel and distributed database systems proceedings of the 18th vldb conference , aug ,","s ceri , j widom",,,46
2383,40767,0,2383,"deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis n krivokapic , a kemper , e gudes",,vldb j.,1999.0,40767,"production rules in parallel and distributed database systems proceedings of the 18th vldb conference , aug ,","s ceri , j widom",,,47
2565,40767,0,2565,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994.0,40767,"production rules in parallel and distributed database systems proceedings of the 18th vldb conference , aug ,","s ceri , j widom",,,48
1635,40767,0,1635,parallel database systems 101 j gray sigmod conference,,,1995.0,40767,"production rules in parallel and distributed database systems proceedings of the 18th vldb conference , aug ,","s ceri , j widom",,,49
2563,28223,0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems vldb j. 1994,"d barbarс , h garcia-molina",,,28223,"a model for optimal database allocation in distributed computer systems gm chiu , cs raghavendra",,"ieee computer ,",,50
1401,28223,0,1401,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,28223,"a model for optimal database allocation in distributed computer systems gm chiu , cs raghavendra",,"ieee computer ,",,51
1421,28223,0,1421,"query caching and optimization in distributed mediator systems s adali , k candan , y papakonstantinou , v subrahmanian sigmod conference",,,1996.0,28223,"a model for optimal database allocation in distributed computer systems gm chiu , cs raghavendra",,"ieee computer ,",,52
703,28223,0,703,"query optimization in compressed database systems z chen , j gehrke , f korn",,sigmod conference,2001.0,28223,"a model for optimal database allocation in distributed computer systems gm chiu , cs raghavendra",,"ieee computer ,",,53
1610,56304,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,56304,"a transaction model for mobile and active database systems proceedings of the 23rd seminar on current trends in theory & hellip ; ,",o zukunft,,1996.0,54
2120,56304,0,2120,an almost-serial protocol for transaction execution in main-memory database systems 2002,"s blott , h korth",vldb,,56304,"a transaction model for mobile and active database systems proceedings of the 23rd seminar on current trends in theory & hellip ; ,",o zukunft,,1996.0,55
1407,56304,0,1407,"secure transaction processing in firm real-time database systems b george , j haritsa",,sigmod conference,1997.0,56304,"a transaction model for mobile and active database systems proceedings of the 23rd seminar on current trends in theory & hellip ; ,",o zukunft,,1996.0,56
120,56304,0,120,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,,56304,"a transaction model for mobile and active database systems proceedings of the 23rd seminar on current trends in theory & hellip ; ,",o zukunft,,1996.0,57
2138,56304,0,2138,"a new passenger support system for public transport using mobile database access k goto , y kambayashi vldb",,,2002.0,56304,"a transaction model for mobile and active database systems proceedings of the 23rd seminar on current trends in theory & hellip ; ,",o zukunft,,1996.0,58
1610,42920,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,42920,"temporal database system implementations hb michael acm sigmod record ,",,,,59
1840,42920,0,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,42920,"temporal database system implementations hb michael acm sigmod record ,",,,,60
842,42920,1,842,temporal database system implementations m bіhlen sigmod record,,,1995.0,42920,"temporal database system implementations hb michael acm sigmod record ,",,,,61
1404,42920,0,1404,temporal aggregation in active database rules sigmod conference 1997,"i motakis , c zaniolo",,,42920,"temporal database system implementations hb michael acm sigmod record ,",,,,62
2552,42920,0,2552,"the glue-nail deductive database system : design , implementation , and evaluation m derr , s morishita , g phipps vldb j. 1994",,,,42920,"temporal database system implementations hb michael acm sigmod record ,",,,,63
1692,42920,0,1692,paradise : a database system for gis applications sigmod conference,p team,,1995.0,42920,"temporal database system implementations hb michael acm sigmod record ,",,,,64
1610,29504,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,29504,temporal database system implementations m bã ¶ hlen 1995.0,,"acm sigmod record ,",,65
2538,29504,0,2538,an introduction to spatial database systems vldb j. 1994,r gќting,,,29504,temporal database system implementations m bã ¶ hlen 1995.0,,"acm sigmod record ,",,66
1840,29504,0,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,29504,temporal database system implementations m bã ¶ hlen 1995.0,,"acm sigmod record ,",,67
1749,29504,0,1749,implementation of magic-sets in a relational database system 1994,"i mumick , h pirahesh",sigmod conference,,29504,temporal database system implementations m bã ¶ hlen 1995.0,,"acm sigmod record ,",,68
1692,29504,0,1692,paradise : a database system for gis applications sigmod conference,p team,,1995.0,29504,temporal database system implementations m bã ¶ hlen 1995.0,,"acm sigmod record ,",,69
1610,51320,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,51320,implementation of views and integrity constraints in relational data base systems by query,m stonebraker,"proc . 1.975 sigmod workshop on management of data , san jose , & hellip ; ,",,70
713,51320,0,713,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,51320,implementation of views and integrity constraints in relational data base systems by query,m stonebraker,"proc . 1.975 sigmod workshop on management of data , san jose , & hellip ; ,",,71
1610,45055,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,45055,promises and realities of active database systems,"e simon , a kotz-dittrich","proceedings of the international conference on very large & hellip ; ,",1995.0,72
670,45055,0,670,deeds towards a distributed and active real-time database system 1996,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,,45055,promises and realities of active database systems,"e simon , a kotz-dittrich","proceedings of the international conference on very large & hellip ; ,",1995.0,73
120,45055,1,120,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,,45055,promises and realities of active database systems,"e simon , a kotz-dittrich","proceedings of the international conference on very large & hellip ; ,",1995.0,74
1610,40686,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,40686,an informal introduction to constraint database systems v gaede,,,,75
2538,40686,0,2538,an introduction to spatial database systems vldb j. 1994,r gќting,,,40686,an informal introduction to constraint database systems v gaede,,,,76
2565,40686,0,2565,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994.0,40686,an informal introduction to constraint database systems v gaede,,,,77
333,40686,0,333,constraint databases : a tutorial introduction sigmod record,j bussche,,2000.0,40686,an informal introduction to constraint database systems v gaede,,,,78
1610,39681,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,39681,"on rules and integrity constraints in database systems tw ling , pk teo 1992.0",,"information and software technology ,",,79
1999,39681,0,1999,the role of integrity constraints in database interoperation 1996,"m vermeer , p apers",vldb,,39681,"on rules and integrity constraints in database systems tw ling , pk teo 1992.0",,"information and software technology ,",,80
899,39681,0,899,the mlpq/gis constraint database system sigmod conference,"p revesz , r chen , p kanjamala , y li , y liu , y wang",,2000.0,39681,"on rules and integrity constraints in database systems tw ling , pk teo 1992.0",,"information and software technology ,",,81
2082,39681,0,2082,on the costs of multilingualism in database systems 2003,"a kumaran , j haritsa",vldb,,39681,"on rules and integrity constraints in database systems tw ling , pk teo 1992.0",,"information and software technology ,",,82
2525,39681,0,2525,"thщmis : a database programming language handling integrity constraints v benzaken , a doucet vldb j.",,,1995.0,39681,"on rules and integrity constraints in database systems tw ling , pk teo 1992.0",,"information and software technology ,",,83
2264,39681,0,2264,"solving satisfiability and implication problems in database systems s guo , w sun , m weiss 1996",,acm trans . database syst .,,39681,"on rules and integrity constraints in database systems tw ling , pk teo 1992.0",,"information and software technology ,",,84
223,39681,0,223,capturing both types and constraints in data integration sigmod conference,"m benedikt , c chan , w fan , j freire , r rastogi",,2003.0,39681,"on rules and integrity constraints in database systems tw ling , pk teo 1992.0",,"information and software technology ,",,85
2587,39681,0,2587,"integrating triggers and declarative constraints in sql database sytems r cochrane , h pirahesh , n mattos 1996",,vldb,,39681,"on rules and integrity constraints in database systems tw ling , pk teo 1992.0",,"information and software technology ,",,86
1610,9762,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,9762,"integrity constraint in deductive databases proceedings of the 13th vldb conference , brighton","ra kowalski , f sadri , p soper",,,87
2256,9762,0,2256,"space optimization in deductive databases d srivastava , s sudarshan , r ramakrishnan , j naughton 1995",,acm trans . database syst .,,9762,"integrity constraint in deductive databases proceedings of the 13th vldb conference , brighton","ra kowalski , f sadri , p soper",,,88
68,9762,0,68,introduction to constraint databases - book review,,,2002.0,9762,"integrity constraint in deductive databases proceedings of the 13th vldb conference , brighton","ra kowalski , f sadri , p soper",,,89
333,9762,0,333,constraint databases : a tutorial introduction sigmod record,j bussche,,2000.0,9762,"integrity constraint in deductive databases proceedings of the 13th vldb conference , brighton","ra kowalski , f sadri , p soper",,,90
2270,9762,0,2270,tail recursion elimination in deductive databases acm trans . database syst . 1996,k ross,,,9762,"integrity constraint in deductive databases proceedings of the 13th vldb conference , brighton","ra kowalski , f sadri , p soper",,,91
1855,9762,0,1855,"xsb as a deductive database k sagonas , t swift , d warren sigmod conference 1994",,,,9762,"integrity constraint in deductive databases proceedings of the 13th vldb conference , brighton","ra kowalski , f sadri , p soper",,,92
953,9762,0,953,belief reasoning in mls deductive databases sigmod conference,h jamil,,1999.0,9762,"integrity constraint in deductive databases proceedings of the 13th vldb conference , brighton","ra kowalski , f sadri , p soper",,,93
2531,9762,0,2531,priority assignment in real-time active databases,"r sivasankaran , j stankovic , d towsley , b purimetla , k ramamritham",vldb j.,1996.0,9762,"integrity constraint in deductive databases proceedings of the 13th vldb conference , brighton","ra kowalski , f sadri , p soper",,,94
2587,9762,0,2587,"integrating triggers and declarative constraints in sql database sytems r cochrane , h pirahesh , n mattos 1996",,vldb,,9762,"integrity constraint in deductive databases proceedings of the 13th vldb conference , brighton","ra kowalski , f sadri , p soper",,,95
1610,61633,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,61633,"temporal aggregation in active databases int . conf . on the management of data ,","i motakis , c zaniolo",,,96
1263,61633,0,1263,transaction timestamping in ( temporal ) databases,"c jensen , d lomet",vldb,2001.0,61633,"temporal aggregation in active databases int . conf . on the management of data ,","i motakis , c zaniolo",,,97
1811,61633,0,1811,"coalescing in temporal databases m bіhlen , r snodgrass , m soo",,vldb,1996.0,61633,"temporal aggregation in active databases int . conf . on the management of data ,","i motakis , c zaniolo",,,98
677,61633,0,677,"integrating temporal , real-time , and active databases k ramamritham , r sivasankaran , j stankovic , d towsley , m xiong sigmod record",,,1996.0,61633,"temporal aggregation in active databases int . conf . on the management of data ,","i motakis , c zaniolo",,,99
2256,61633,0,2256,"space optimization in deductive databases d srivastava , s sudarshan , r ramakrishnan , j naughton 1995",,acm trans . database syst .,,61633,"temporal aggregation in active databases int . conf . on the management of data ,","i motakis , c zaniolo",,,100
2270,61633,0,2270,tail recursion elimination in deductive databases acm trans . database syst . 1996,k ross,,,61633,"temporal aggregation in active databases int . conf . on the management of data ,","i motakis , c zaniolo",,,101
1610,55371,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,55371,temporal aggregation in active database rules,", c zaniolo",,,102
842,55371,0,842,temporal database system implementations m bіhlen sigmod record,,,1995.0,55371,temporal aggregation in active database rules,", c zaniolo",,,103
1404,55371,1,1404,temporal aggregation in active database rules sigmod conference 1997,"i motakis , c zaniolo",,,55371,temporal aggregation in active database rules,", c zaniolo",,,104
2256,55371,0,2256,"space optimization in deductive databases d srivastava , s sudarshan , r ramakrishnan , j naughton 1995",,acm trans . database syst .,,55371,temporal aggregation in active database rules,", c zaniolo",,,105
1648,55371,0,1648,binding propagation in disjunctive databases vldb 1998,s greco,,,55371,temporal aggregation in active database rules,", c zaniolo",,,106
1610,48623,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,48623,temporal reasoning in active databases,i motakis,,1997.0,107
1404,48623,1,1404,temporal aggregation in active database rules sigmod conference 1997,"i motakis , c zaniolo",,,48623,temporal reasoning in active databases,i motakis,,1997.0,108
677,48623,0,677,"integrating temporal , real-time , and active databases k ramamritham , r sivasankaran , j stankovic , d towsley , m xiong sigmod record",,,1996.0,48623,temporal reasoning in active databases,i motakis,,1997.0,109
2406,48623,0,2406,"effective timestamping in databases k torp , c jensen , r snodgrass vldb j. 2000",,,,48623,temporal reasoning in active databases,i motakis,,1997.0,110
1610,16511,1,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,16511,"temporal conditions and integrity constraints in active database systems sigmod conference ,","ap sistla , o wolfson",,1995.0,111
120,16511,0,120,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,,16511,"temporal conditions and integrity constraints in active database systems sigmod conference ,","ap sistla , o wolfson",,1995.0,112
1610,51023,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,51023,integrity constraints in multidatabase systems rhdkm wong,,,,113
899,51023,0,899,the mlpq/gis constraint database system sigmod conference,"p revesz , r chen , p kanjamala , y li , y liu , y wang",,2000.0,51023,integrity constraints in multidatabase systems rhdkm wong,,,,114
2082,51023,0,2082,on the costs of multilingualism in database systems 2003,"a kumaran , j haritsa",vldb,,51023,integrity constraints in multidatabase systems rhdkm wong,,,,115
2525,51023,0,2525,"thщmis : a database programming language handling integrity constraints v benzaken , a doucet vldb j.",,,1995.0,51023,integrity constraints in multidatabase systems rhdkm wong,,,,116
2587,51023,0,2587,"integrating triggers and declarative constraints in sql database sytems r cochrane , h pirahesh , n mattos 1996",,vldb,,51023,integrity constraints in multidatabase systems rhdkm wong,,,,117
1610,60772,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,60772,declarative constraints in sql database systems,"r cochrane , h pirahesh , n mattos , i triggers","proc . vldb ,",,118
899,60772,0,899,the mlpq/gis constraint database system sigmod conference,"p revesz , r chen , p kanjamala , y li , y liu , y wang",,2000.0,60772,declarative constraints in sql database systems,"r cochrane , h pirahesh , n mattos , i triggers","proc . vldb ,",,119
1816,60772,0,1816,parallel database systems in the 1990 's m carey 1994,,sigmod conference,,60772,declarative constraints in sql database systems,"r cochrane , h pirahesh , n mattos , i triggers","proc . vldb ,",,120
2587,60772,0,2587,"integrating triggers and declarative constraints in sql database sytems r cochrane , h pirahesh , n mattos 1996",,vldb,,60772,declarative constraints in sql database systems,"r cochrane , h pirahesh , n mattos , i triggers","proc . vldb ,",,121
1610,23788,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,23788,temporal inegrity constraints in relational databases j chomicki,,,,122
842,23788,0,842,temporal database system implementations m bіhlen sigmod record,,,1995.0,23788,temporal inegrity constraints in relational databases j chomicki,,,,123
2005,23788,0,2005,"supporting top-k join queries in relational databases i ilyas , w aref , a elmagarmid 2003",,vldb,,23788,temporal inegrity constraints in relational databases j chomicki,,,,124
1346,23788,0,1346,temporal integrity constraints with indeterminacy,"w cowley , d plexousakis",vldb,2000.0,23788,temporal inegrity constraints in relational databases j chomicki,,,,125
1610,58055,1,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,58055,"temporal conditions and integrity constraint checking in active database systems p sistla , o wolfson proceedings of the acm sigmod international conference ,",,,,126
1404,58055,0,1404,temporal aggregation in active database rules sigmod conference 1997,"i motakis , c zaniolo",,,58055,"temporal conditions and integrity constraint checking in active database systems p sistla , o wolfson proceedings of the acm sigmod international conference ,",,,,127
1610,55579,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,55579,ode as an active database : constraints and triggers,"nh gehani , hv jagadish","vldb ,",1991.0,128
2587,55579,0,2587,"integrating triggers and declarative constraints in sql database sytems r cochrane , h pirahesh , n mattos 1996",,vldb,,55579,ode as an active database : constraints and triggers,"nh gehani , hv jagadish","vldb ,",1991.0,129
1610,55801,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,55801,"integrity constraints in multiversion databases a doucet , s gancarski , g jomier , s monties",,"lecture notes in computer science ,",1996.0,130
2587,55801,0,2587,"integrating triggers and declarative constraints in sql database sytems r cochrane , h pirahesh , n mattos 1996",,vldb,,55801,"integrity constraints in multiversion databases a doucet , s gancarski , g jomier , s monties",,"lecture notes in computer science ,",1996.0,131
1853,55801,0,1853,"further improvements on integrity constraint checking for stratifiable deductive databases s lee , t ling vldb 1996",,,,55801,"integrity constraints in multiversion databases a doucet , s gancarski , g jomier , s monties",,"lecture notes in computer science ,",1996.0,132
1610,46716,0,1610,temporal conditions and integrity constraints in active database systems sigmod conference,"a sistla , o wolfson",,1995.0,46716,"ode as an active database : constraints and triggers nh ghana , hv jagadish proc . intâ ?? l conf . very large databases ,",,,,133
2587,46716,0,2587,"integrating triggers and declarative constraints in sql database sytems r cochrane , h pirahesh , n mattos 1996",,vldb,,46716,"ode as an active database : constraints and triggers nh ghana , hv jagadish proc . intâ ?? l conf . very large databases ,",,,,134
