index,id,title,authors,venue,year,source,entity_id
60,9716,"smooth-a distributed multimedia database system h kosch , c hanin , c hofbauer , m lang , c riedler , r",,"vldb ,",2001.0,1,9
4,2528,mariposa : a wide-area distributed database system 1996,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,,0,10
73,32033,"mariposa : a wide-area distributed database system m stonebraker , pm aoki , w litwin , a pfeffer , a sah the vldb journal the international journal on very large & hellip ; ,",,,1996.0,1,10
126,52741,"mariposa : a wide-area distributed database system z qin , w wang , f wu , t lo , p aoki",,"vldb journal ,",,1,10
194,55244,"mariposa : a wide-area distributed database system . volume 5 m stonebraker , pm aoki , w litwin , a pfeer , a sah , 1996.0",,,,1,10
107,837,mocha : a self-extensible database middleware system for distributed data sources 2000,"m rodriguez-martinez , n roussopoulos",sigmod conference,,0,11
103,29677,mocha : a self-extensible database middleware system for distributed data sources 2000.0,"m rodrä ± guez-martä ± nez , n roussopoulos","proceedings of the acm sigmod international conference on & hellip ; ,",,1,11
104,16543,mocha : a self-extensible database middleware system for distributed data sources m rodriguez,,,,1,11
3606,25574,mocha : a self-extensible middleware system for distributed data sources proc . acm sigmod,"m rodriguez-martinez , n roussopoulos",,,1,11
7175,21161,"mocha : a self-extensible database middleware system for distributed data sources mr martinez , n roussopoulos acm sigmod international conference on management of data ,",,,,1,11
8718,62156,"mocha : a self-extensive database middleware system for distributed data sources m rodrä ± guez-martä ± nez , n roussopoulos",,proceedings of the 2000 acm-sigmod,,1,11
16,758,the mariposa distributed database management system sigmod record,j sidell,,1996.0,0,12
122,39381,"the mariposa distributed database management system sigmod record ,",j sidell,,1996.0,1,12
6,670,deeds towards a distributed and active real-time database system 1996,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,,0,13
123,34485,"deeds towards a distributed and real-time database system sa andler , j hansson , j eriksson , j mellin , m",,"sigmod record 25 ( 1 ) ,",,1,13
7242,2835,"andb . eftring , deeds : towards a distributed and active real-time database systems","sf andler , j hansson , j eriksson , j mellin , m","acm sigmod record ,",,1,13
7243,13454,deeds towards a distributed and active real-time database system . 25 ( 1 ) : 38â ?? 40 1996.0,"s andler , j hansson , j eriksson , j mellin , m",,,1,13
50,677,"integrating temporal , real-time , and active databases k ramamritham , r sivasankaran , j stankovic , d towsley , m xiong sigmod record",,,1996.0,0,14
134,3716,"integrating temporal , real-time , and active databases sigmod record ,","k ramamritham , r sivasankaran , ja stankovic , dt",,1996.0,1,14
67,5,"schema and database evolution in the o2 object database system f ferrandina , t meyer , r zicari , g ferran , j madec 1995",,vldb,,0,15
141,43727,database evolution in the o 2 database system proceedings of the 21st international conference on very,"f ferrandina , g ferran , j mdec , t meyer , r zicari",,,1,15
2413,41598,"schema and database evolution in the oâ 3/4 object database system f ferrandina , t meyer , r zicari , g ferran , j madec proc . of the 21st intâ ?? l conf . on very large databases (",,,,1,15
2414,12443,"others , schema and database evolution in the o 2 object database system f ferrandina , t meyer , r zicari",,proc . vldb ( sep. .,,1,15
7131,35628,"schema and database evolution in the 02 object database system proceedings of the 21th international conference on very & hellip ; , 1995.0","f ferrandina , t meyer , r zicari , g ferran , je",,,1,15
7,2538,an introduction to spatial database systems vldb j. 1994,r gќting,,,0,16
149,13096,an introduction to spatial database systems portal.acm.org 1994.0,,,,1,16
158,27667,"an introduction to spatial database system r gunting proceedings for the international conference on very large & hellip ; ,",,,,1,16
164,9310,"preface to the special issue on spatial database systems the vldb journal the international journal on very large & hellip ; , 1994.0",rh gã 1/4 ting,,,1,16
179,2244,"an introduction to spatial database systems spatial database systems of the vldb journal ,",rh gtlting,,,1,16
181,35012,an introduction to spatial database systems . special issue on spatial database systems of the vldb rh guting 1994.0,,,,1,16
168,2540,"title , foreword , preface to the special issue on spatial database systems , index vol . 3",,,1994.0,0,17
167,32585,special issue on spatial database systems hj schek 1994.0,,"the vldb journalâ ?? the international journal on very large & hellip ; ,",,1,17
125,1487,"metu interoperable database system a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek sigmod conference 1996",,,,0,18
150,1852,"metu object-oriented dbms a dogac , i arpinar , c evrendilek , c ozkan , i altintas , i durusoy , m altinel , t okay , y saygin 1994",,sigmod conference,,0,18
193,47824,"metu interoperable database system . demo description a dogac , u halici , e kilic , g ozhan , f ozcan , s proceedings of the acm sigmod international conference on",,,,1,18
1039,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",,1,18
1077,48928,"mefu interoperable database system dd dengi , e kilic",,"sigmod record ,",,1,18
1413,60153,"metu interoperable database system a dogac , e kilic , g ozhan , f ozcan , s nural , b sigmod record , 1995.0",,,,1,18
1895,6409,"metu object-oriented database system , demo description a dogac proceedings of acm sigmod intl. conf . on management of data , & hellip ; ,",,,,1,18
2434,28867,"metu object-oriented dbms kernel proc . of intl. conf on database and expert systems & hellip ; ,","a dogac , a altinel , c ozkan",,1995.0,1,18
2436,57650,"metij object-oriented dbms & hellip ; tn object-oriented database systems , dogac , a. , ozsu , t. , & hellip ; ,","a dogac , c ozkan , b arpinar , t okay , c evrendilek",,,1,18
2644,40801,"metu object-oriented dbms a dogac , c ozkan , b arpinar , t okay , c evrendilek",,,,1,18
8,807,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000.0,0,19
97,63951,"disima : a distributed and interoperable image database system v oria , mt ã?zsu , pj iglinski , s lin , b yao",,"proceedings of the 2000 acm sigmod international conference & hellip ; ,",2000.0,1,19
196,37539,"disma : a distributed and interoperable image database system , sigmod 2000 , may , 2000 proc . of acm sigmod int . conf . on management of data , dallas","v oria , mt ã?zsu , p iglinski , s lin , b yao",,,1,19
28,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,0,20
199,53104,the ores temporal database management system proc . acm sigmod int &#39; l conf . management of,"b theodoulidis , a ait-braham , g andrianopoulos , j",,,1,20
59,570,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997.0,0,21
203,43088,"lore : a database management system for semistructued data j mchugh , s abiteboul , r goldmanâ ? ¦",,"acm sigmod ,",,1,21
327,60742,"al. ( 1997 ) . lore : a database management system for semistructured data j mchugh , s abiteboul",,sigmod,,1,21
9,707,"the network is the database : data management for highly distributed systems j navas , m wynblatt sigmod conference",,,2001.0,0,22
204,10972,"the network is the database : data management for highly distributed systems sigmod conference , 2001.0","jc navas , m wynblatt",,,1,22
153,1712,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,0,23
211,27270,"the ecrc multi database system w jonker , h schã 1/4 tz 1995.0",,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",,1,23
13,703,"query optimization in compressed database systems z chen , j gehrke , f korn",,sigmod conference,2001.0,0,24
217,12263,query optimization in compressed database systems,"z chen , j gehrke , f korn",,,1,24
11,1421,"query caching and optimization in distributed mediator systems s adali , k candan , y papakonstantinou , v subrahmanian sigmod conference",,,1996.0,0,25
219,53805,"optimization in distributed mediator systems s adali , ks candan , y papakonstantinou , vs",,"proc . acm sigmod ,",,1,25
224,10602,"query caching and optimization in distributed mediator systems , ks candan , y papakonstantinou , vs subrahmanian proc . of the 1996 sigmod conference on management of",,,,1,25
225,63082,"subrahmanianv . s. query caching and optimization in distributed mediator systems s adali , k candan , y papakonstantinou proc . of",,,,1,25
7315,32433,query caching and optimization in mediator systems acm,"s adali , s candan , y papakonstantinou , vs",,,1,25
7457,59956,"querycachingandoptimizationindistributed mediatorsystems , inh . v. jagadish and inderpal singh mumick proc . of the 1996 acm sigmod conf . on managementof data ,","s adali , ks candan , y papakonstantinou , vs",,,1,25
208,2519,query processing and optimization in oracle rdb 1996,"g antoshenkov , m ziauddin",vldb j.,,0,26
220,25395,"query processing and optimization in rdb g antoshnekov , m ziauddin",,"vldb journal ,",,1,26
12,2383,"deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis n krivokapic , a kemper , e gudes",,vldb j.,1999.0,0,27
234,6754,"deadlock detection in distributed databases : a new algorithm and a comparative performance the vldb journal ,","n krivokapãc , a kemper , e gudes",,,1,27
8745,39172,"deadlock detection in distributed database systems : a new algorithm and a comparative performance n krivokapic , a kemper , e gudes",,"vldb journal ,",1999.0,1,27
86,960,description logics for semantic query optimization in object-oriented database systems acm trans . database syst . 2003,"d beneventano , s bergamaschi , c sartori",,,0,28
242,27440,"description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0",,"acm transactions on database systems ,",,1,28
128,2220,foundations of preferences in database systems w kieпling 2002,,vldb,,0,29
245,58174,foundations of preferences in database systems w kieî ² ling,,proc . of the intl. conf . on very large data bases,,1,29
7316,50432,foundations of preferences in database systems w kiessling 2002.0,,"vldb ,",,1,29
182,1431,"query optimization for xml j mchugh , j widom",,vldb,1999.0,0,30
248,60363,query optimization for xml,"j mchugh , j widom","vldb ,",1999.0,1,30
2574,47643,queryoptimization forxml,"j mchugh , j widom","& hellip ; vldb conference , morgan-kaufmann ,",,1,30
14,1721,"distributed processing over stand-alone systems and applications g alonso , c hagen , h schek , m tresch vldb",,,1997.0,0,31
268,9046,distributed processing over stand-alone systems and applications 1997.0,"g alonso , c hagen , hj schek , m tresch","vldb ,",,1,31
251,2571,"reordering query execution in tertiary memory databases s sarawagi , m stonebraker 1996",,vldb,,0,32
280,49818,"reordering query execution in tertiary memory databases s sarawagi , m stonebraker 1996.0",,"proceedings of the international conference on very large & hellip ; ,",,1,32
284,32736,"reordering query execution in tertiary memory databases proc . intâ ?? l conf . on vldb ,",ssm stonebraker,,,1,32
115,1926,document management as a database problem r bayer vldb,,,1995.0,0,33
294,51702,"document management as a database problem r bayer proceedings of the international conference on very large & hellip ; , 1995.0",,,,1,33
261,434,stream : the stanford stream data manager,"a arasu , b babcock , s babu , m datar , k ito , i nishizawa , j rosenstein , j widom",sigmod conference,2003.0,0,34
316,28876,"stream : the stanford data stream management system a arasu , b babcock , s babu , j cieslewicz , m datar ,",,,,1,34
2919,21437,"stream : the stanford stream data manager ( demonstration description ) a arasu , b babcock , s babu , m datar , k ito , i proceedings of the 2003 acm sigmod international conference & hellip ; ,",,,2003.0,1,34
3018,28108,stream : the stanford stream data manager,d proposal,,,1,34
17,492,"distributed transactions in practice p ram , l do , p drew sigmod record",,,1999.0,0,35
344,38780,"distributed transactions in practice sigmod record , 1999.0","p ram , l do , p drew",,,1,35
349,13678,"distributed transactions in practice . sigmod record ,",acms anthology,,1999.0,1,35
18,1616,"implementation of two semantic query optimization techniques in db2 universal database q cheng , j gryz , f koo , t leung , l liu , x qian , k schiefer vldb",,,1999.0,0,36
358,23708,"implementation of two semantic query optimization techniques in db2 universal databaseâ '' , atkinson international conference on very large data bases ( vldbâ ?? 99","q cheng , j gryz , f koo , tyc leung , l liu , x qian ,",,,1,36
361,9714,"implementation of two semantic query optimization techniques in db2 universal database q cheng , j gryz , f koo , tyc leung , l liu , x qian ,",,"vldb ,",1999.0,1,36
122,1542,heterogeneous database query optimization in db2 universal datajoiner,"s venkataraman , t zhang",vldb,1998.0,0,37
360,18107,heterogeneous database query optimization in db2 universal datajoiner 24th conf . on very large,"s venkataraman , t zhang","new york ,",,1,37
19,1959,a non-uniform data fragmentation strategy for parallel main-menory database systems 1995,"n bassiliades , i vlahavas",vldb,,0,38
363,35791,"a non-uniform data fragmentation strategy for parallel main-menory database systems proceedings of the international conference on very large & hellip ; , 1995.0","n bassiliades , i vlahavas",,,1,38
9273,29124,"1 . p. vlahavas , a non-uniform data fragmentation strategy for parallel main-menory database systems",n bassiliades,proc .,,1,38
22,682,"improving timeliness in real-time secure database systems s son , r david , b thuraisingham sigmod record",,,1996.0,0,39
370,61844,"improving timeliness in real-time secure database systems sh son , r david , b thuraisingham sigmod record ,",,,1996.0,1,39
131,2554,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994.0,0,40
381,3558,"the aditi deductive database system the vldb journal the international journal on very large & hellip ; ,","j vaghanl , k ramamohanarao , db kemp , z somogyi , pj",,1994.0,1,40
43,68,introduction to constraint databases - book review,,,2002.0,0,41
388,16374,introduction to constraint databases 2002.0,b kuijpers,"acm sigmod record ,",,1,41
45,1855,"xsb as a deductive database k sagonas , t swift , d warren sigmod conference 1994",,,,0,42
2406,1814,"xsb as an efficient deductive database engine k sagonas , t swift , d warren",,sigmod conference,1994.0,0,42
395,55598,"xsb as an efficient deductive database system k sagonas , t swift , ds warren",,"acm sigmod symposium on management of data ,",,1,42
1075,52014,"xsb as a deductive database proceedings of the 1994 acm sigmod international conference & hellip ; , 1994.0","k sagonas , t swift , ds warren",,,1,42
3629,43854,"xsb as an efficient deductive database engine ( pp. 442â ?? 453 ) k sagonas , t swift , d warren",,"proceedings of the 1994 acm sigmod , international conference & hellip ; ,",,1,42
8679,43198,"t. , s. , & warren , d. ( 1994 ) . xsb as an e cient deductive database engine",k sagonas,proceedings of the 1994 acm sigmod international conference,,1,42
53,1816,parallel database systems in the 1990 's m carey 1994,,sigmod conference,,0,43
399,4146,parallel database systems in the 1990 's,mj carey,acm computing surveys,,1,43
99,17,"managing intra-operator parallelism in parallel database systems m mehta , d dewitt vldb",,,1995.0,0,44
401,44402,"managing intra-operator parallelism in parallel database systems , in `` proc 21st conference on very large databases ( vldb &#39; 95 ) ,","m mehta , dj dewitt",,,1,44
403,37857,"managing intra-operator parallelism in parallel database systems proc . vldb conference , zurich ,","mm md951 , d dewitt",,,1,44
406,35922,"managing intra-operator parallelism in parallel database systems m mehta proceedings of the international conference on very large & hellip ; , 1995.0",,,,1,44
100,839,"towards self-tuning data placement in parallel database systems m lee , m kitsuregawa , b ooi , k tan , a mondal sigmod conference",,,2000.0,0,45
404,7397,towards self-tuning data placement in parallel database systems,"ml lee , m kitsuregawa , bc ooi , kl tan , a mondal","sigmod conference ,",2000.0,1,45
98,2515,"data placement in shared-nothing parallel database systems m mehta , d dewitt 1997",,vldb j.,,0,46
398,41656,data placement in shared-nothing parallel database systems s padmanabhan 1992.0,,,,1,46
407,62619,"data placement in shared-nothing parallel database systems m mehta , dj dewitt the vldb journal the international journal on very large & hellip ; , 1997.0",,,,1,46
293,1861,on-demand data elevation in hierarchical multimedia storage servers vldb,"p triantafillou , t papadakis",,1997.0,0,47
414,64163,"on-demand data elevation in a hierarchical multimedia storage server proc . of 23rd intl. conf . on very large data bases , vldb ,","p triantallou , t papadakis",,1997.0,1,47
294,2187,"database tuning : principles , experiments , and troubleshooting techniques d shasha , p bonnet vldb 2002",,,,0,48
2464,450,"database tuning : principles , experiments , and troubleshooting techniques ( part i ) d shasha , p bonnet sigmod conference 2002",,,,0,48
416,64008,"database tuning : principles , experiments , and troubleshooting techniques ( part i ) 2002.0","d shasha , p bonnet","proceedings of the 2002 acm sigmod international conference & hellip ; ,",,1,48
417,32580,"database tuning : principles , experiments , and troubleshooting techniques de shasha , p bonnetâ ? ¦",,,2003.0,1,48
296,1323,"geominer : a system prototype for spatial data mining j han , k koperski , n stefanovic sigmod conference",,,1997.0,0,49
418,15632,n. stefanovic 1997 â ?? geominer : a system prototype for spatial data miningâ ??,"j han , k koperski",proc . acm-sigmod int . conf . on management of data ( sigmod &#39; 97,,1,49
420,63679,"geominer : a system prototype for spatial mining j han , k koperski , n stefanovic proceedings , 1997 acm-sigmod international conference on & hellip ; ,",,,,1,49
297,1217,"multimediaminer : a system prototype for multimedia data mining o zaяane , j han , z li , s chee , j chiang sigmod conference 1998",,,,0,50
419,26178,multimedia-miner : a system prototype formultimedia data mining,"or zaiane , j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",,1,50
421,57227,"multimidia data miner : a system prototype for multimedia data miner or zaiane , j han , zn li , sh chee , j chiang proc . acm sigmod intl. conf . on management of data ,",,,,1,50
424,135,"multimedia miner : a system prototype for multimedia data mining , j han , sh chee , jy chiang proceedings of acm-sigmod international conference on & hellip ; , 1998.0",,,,1,50
429,54568,"multimediaminer : a system prototype for multimedia data mining or zã $ ä ± ane , j han , zn li , jy chiang , s chee",,proc .,,1,50
7626,58482,"multimediaminer : a system prototype for multimedia data mining . proceedings of acm sigmod or zaiane , j han , zn li 1998.0",,,,1,50
319,211,"using unknowns to prevent discovery of association rules y saygin , v verykios , c clifton 2001",,sigmod record,,0,51
432,39931,"using unknowns to prevent discovery of association rules y saygin , vs verykios , c clifton acm sigmod record , 2001.0",,,,1,51
8614,47337,"using unknowns to prevent discovery of association rules y icel saygm , vs verykios , c clifton 2001.0",,"sigmod record ,",,1,51
304,631,communication efficient distributed mining of association rules sigmod conference 2001,"a schuster , r wolff",,,0,52
435,30952,"communication-efficient distributed mining of association rules a schuster , r wolff data mining and knowledge discovery ,",,,2004.0,1,52
324,19,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,0,53
326,95,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,0,53
440,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",,1,53
463,58009,"mining generalized association rules . 1995 . 13p r agrawal , r srikant",,"proceedings of 21st vldb conference zurich ,",,1,53
472,33793,"mining generalized association rules . [ p : 407 ] in : proceedings of the 21 stvery large data bases r srikant , r agrawal zurich , switzerland ,",,,,1,53
481,27198,srikant r. fastalgorithms formining association rules in large databases r agrawal,,"proceedings of the 20th international conference on very & hellip ; ,",,1,53
486,13903,"fast algorithms for mining association rules in databases the 20th int &#39; l conf . on vldb , chile ,","r agrawal , r srikant",,,1,53
492,24387,"fast algorithms for mining association rules in large databases proceedings of international conference on very large & hellip ; ,","ra as941 , r srikant",,,1,53
493,50310,"fast algorithms for mining association rules in large databases , ibm research report rj9839 [ r ] r agrawal , r skirant",,"san jose , california : ibm almaden research center ,",,1,53
504,47851,"mining generalized association rules . in : proc of 21th int ' l conf very large data bases r srikant , r agrawal 1995.0",,,,1,53
518,48814,"r. ( 1995 ) , mining generalized association rules in '",ra srikant,proceedings of,,1,53
522,17325,"fastalgorithmsformining association rules rar srikant proc . of the vldb conference , santiago , chile , september ,",,,,1,53
523,51361,"fast algorithms for mining association rules , proc vldb","r agrawal , r srikant",,,1,53
529,8868,"srikant . r. fast algorithms for mining association rules & hellip ; conference very large databases , santiago , chile",r agrawal,,,1,53
530,20258,"fast algorithms for mining association rules in large database a rakesh , r srikant",,,1994.0,1,53
531,1047,"fast algorithms for mining association rules . 20th int conf . on very large databases ( vldb ) . santiago de chile ,","r agrawal , r skrikant",,,1,53
540,9393,"fast algorithems for association rules r agrawal , r srikant",,"proc . of 20th vldb conference ,",,1,53
541,18752,"mining generfized association rules r srikant , r agrawal proc . 1995 int . conf . very large data bases , zrich ,",,,,1,53
547,25978,"fast algo . for mining assoiciation rules r agrawal , r srikant proc . the 20th vldb ,",,,,1,53
564,63089,srikant . fast algorithms for mining association rules r agrawal andr,,proc . 1994,,1,53
566,7781,"fast algorithms for mining association rules in large databasesâ '' , bocca jb , jarke m. , zaniolo c. ,","r agrawal , r srikant","& hellip ; conference on very large data bases ( vldbâ ?? 94 ) , santiago de",,1,53
638,2730,"mining generalized association rules . in : proceedings of the 21st vldb conference r srikant , r agrawal",,,1995.0,1,53
6976,3210,srikant . fast algorithmsformining association rules,r agrawal andr,"proceedings of the 20th international conference on very & hellip ; ,",,1,53
7047,5072,mining generalized association rules,"r srikant , r agrawal",,1995.0,1,53
8656,20501,"mining generalized association rules ; proceedings of the 21 r srikant , r agrawal vldb",,,,1,53
8658,56999,mining generalized association rules . in : proceeding of the 21st international conference on very,"r srikant , r agrawal",,1995.0,1,53
314,1543,an effective hash based algorithm for mining association rules sigmod conference,"j park , m chen , p yu",,1995.0,0,54
445,48702,"an efficient hash based algorithm for mining association rules proc . acm sigmod intâ ?? l conf . on management of data ,","js park , ms chen , ps yu",,,1,54
451,18988,"an effective algorithm for mining of association rules js parkâ ? ¦ proceedings of acm sigmod conference on management of data , & hellip ; ,",,,,1,54
525,35170,"an effective hash based algorithm for mining association rules sp jong , sc ming , sy philip",,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",,1,54
539,25994,an effective hash algorithm for mining association rules,"j park , m chen , p yu",proceedings of the 1995 acm sigmod international conference,,1,54
587,59896,"an effective hash-based algorithm for mining association rules js park , ps yu",,,,1,54
593,19718,an effective hash-based algorithm for mining association rules . in : proc . of the 1995 acm sigmod js park,,,1995.0,1,54
594,29603,"an effective hash-based algorithm forming association rules [ a ] proceedings of the 1995 acm sigmod international conference & hellip ; ,","js park , ms chen , ps yu",,,1,54
325,1817,"constructing efficient decision trees by using optimized numeric association rules t fukuda , y morimoto , s morishita , t tokuyama vldb 1996",,,,0,55
449,27315,"constructing efficient decision trees by using optimized numeric association rules t fukuda , y morimoto",,"vldb ,",1996.0,1,55
315,1815,a new sql-like operator for mining association rules vldb 1996,"r meo , g psaila , s ceri",,,0,56
457,7046,sql-like operator for mining association rules,"r meo , g psaila , s ceri , a new","proceedings of international conference on very large & hellip ; ,",,1,56
7035,13394,a new sql-like operator for data mining association rules,"r meo , g psaila , s ceri","proceedings of the 22nd vldb conference , bombay , indien ,",,1,56
8667,10125,"a new sql-like operator for mining association rules . int . m. vijayaraman , ap buchmann , c. mohan , r meo , g psaila , s ceri proceedings 22nd international conference on very large data",,,,1,56
305,612,"mining fuzzy association rules in databases c kuok , a fu , m wong sigmod record",,,1998.0,0,57
470,54367,mining fuzzy association rules in databases .,acms anthology,"sigmod record ,",1998.0,1,57
473,52988,mining fuzzy association rules in databases,"cm kuok , a fu , mh wong , nt shatin , h kong",,,1,57
484,3953,"wong . m , â ?? mining fuzzy association rules in databases , â ?? c kuok , a fu",,"sigmod record-quarterly publication of thespecial interest & hellip ; ,",,1,57
533,631,"mining fuzzy association rules in database mk chan , f ada , hw man sigmod record ,",,,,1,57
310,2568,sampling large databases for association rules 1996,h toivonen,vldb,,0,58
476,25353,"sampling large databases for association rules h toivonen vldb , 1996.0",,,,1,58
482,34209,sampling large databases for association rules,t hannu,"proceedins of the 22th international conference on vldb . & hellip ; ,",,1,58
495,57533,sample large databases for association rules,h toivonen,proceedings of the 22nd international conference on very,,1,58
536,9970,"sampling large databases for association mining proc . 22nd int &#39; l conf . very large databases ,",h toivonen,,,1,58
546,17171,"sampling large databases for finding association rules h toivonen proceedings of the 22nd international conference on very & hellip ; ,",,,,1,58
570,45368,sampling large databases for mining association rules . in : proceedings of the 22nd vldb conference h toivonen,,,1996.0,1,58
323,1640,algorithms for mining association rules for binary segmentations of huge categorical databases 1998,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,,0,59
496,57396,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k","proceedings of the international conference on very large & hellip ; ,",1998.0,1,59
632,23976,algorithms for finding attribute valuegroup for binary segmentationof categorical databases t tokuyama,,,,1,59
311,1439,mining quantitative association rules in large relational tables sigmod conference,"r srikant , r agrawal",,1996.0,0,60
485,11770,"mining quantitative association rules in large relation tables proceedings of acm sigmod conference of management of data ,","r sirkant , r agrawal",,,1,60
497,30305,"mining quantitative association rules r srikant , r agrawal proceedings of the 1996 acm sigmod international conference",,,,1,60
512,60614,mining quantitative association rules from large databases,"r mrikant , r agrawal","ins proceedings of acm sigmod international conference on & hellip ; ,",,1,60
577,63402,"agrawal , \ \ miningquantitativeassociationrules inlarge relational tables",r srikantandr,"proc . oftheacm-sigmod intâ ?? l. conf . on management of data , & hellip ; ,",,1,60
605,6262,r. agrawal mining quantitative association rules in large relational tables r srikant proc . 1996 . i c. \ \ i-sig . \ \ iod int . c &#39; on f. . \ \ lanagernent of,,,,1,60
8611,2019,"mining quantitative association rules in large relational tables , in `` proceedings of the acm sigmod montreal , canada ,","r srikant , r agrawal",,,1,60
313,2126,"maintaining data privacy in association rule mining s rizvi , j haritsa vldb",,,2002.0,0,61
499,35665,maintaing data privacy in association rule mining proceedings of the 28th international conference on very,"sj rizvi , jr haritsa",,,1,61
583,55098,maintaining data privacy in association rule mining 2002.0,"sj rizvi , jr haritsa","vldb ,",,1,61
584,62929,"8 . shariq rizvi and jayant r. haritsa maintaining data privacy in association rule mining proceedings of the 28th vldb conference , hong kong , china ,",s rizvi,,,1,61
145,1180,"integrating mining with relational database systems : alternatives and implications s sarawagi , s thomas , r agrawal 1998",,sigmod conference,,0,62
500,31138,"integrating association rule mining with databases : alternatives and implications s sarawagi , s thomas , r agrawal acm sigmod intl. conf . management of data ,",,,,1,62
1952,18705,"integrating association rule mining with relational database systems : alternatives and implications s sarawagi , s thomas , r agrawal",,"data mining and knowledge discovery ,",2000.0,1,62
1956,4927,"integrating mining with relational database systems : alternativesandimplications inacm sigmod international conference on management of data & hellip ; ,","s sarawagi , s thomas , r agrawal",,,1,62
