ltable_id,rtable_id,label,left_id,left_name,left_addr,left_city,left_phone,left_type,left_class,right_id,right_name,right_addr,right_city,right_phone,right_type,right_class,id
256,241,0,256,` gallagher \ 's ',' 228 w. 52nd st. ',` new york ',212/245 -5336,american,254,241,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,65
23,241,1,23,'21 club ','21 w. 52nd st. ',` new york ',212/582 -7200,american,23,241,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,66
34,241,0,34,` four seasons grill room ','99 e. 52nd st. ',` new york ',212/754 -9494,american,34,241,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,67
371,241,0,371,` victor \ 's cafe ','52 236 w. 52nd st. ',` new york ',212/586 -7714,` latin american ',371,241,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,68
277,241,0,277,` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,american,276,241,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,69
247,318,0,247,` fleur de jour ',' 348 e. 62nd st. ',` new york ',212/355 -2020,` coffee bar ',245,318,` fleur de lys ',' 777 sutter st. ',` san francisco ',415-673-7779,` french ( new ) ',100,70
469,318,0,469,faz,' 161 sutter st. ',` san francisco ',415/362 -0404,` greek and middle eastern ',469,318,` fleur de lys ',' 777 sutter st. ',` san francisco ',415-673-7779,` french ( new ) ',100,71
247,69,0,247,` fleur de jour ',' 348 e. 62nd st. ',` new york ',212/355 -2020,` coffee bar ',245,69,arcadia,'21 e. 62nd st. ',` new york city ',212-223-2900,` american ( new ) ',603,72
112,69,0,112,bolo,'23 e. 22nd st. ',` new york ',212/228 -2200,mediterranean,191,69,arcadia,'21 e. 62nd st. ',` new york city ',212-223-2900,` american ( new ) ',603,73
23,69,0,23,'21 club ','21 w. 52nd st. ',` new york ',212/582 -7200,american,23,69,arcadia,'21 e. 62nd st. ',` new york city ',212-223-2900,` american ( new ) ',603,74
65,69,0,65,` union square cafe ','21 e. 16th st. ',` new york ',212/243 -4020,american,65,69,arcadia,'21 e. 62nd st. ',` new york city ',212-223-2900,` american ( new ) ',603,75
436,223,0,436,` center stage plaza hotel ',' 1 main st. ',` las vegas ',702/386 -2512,american,436,223,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',5,76
138,223,0,138,` gilliland \ 's ',' 2424 main st. ',` santa monica ',310/392 -3901,american,135,223,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',5,77
415,161,0,415,` sa tsu ki ',' 3043 buford hwy . ',atlanta,404/325 -5285,asian,415,161,` havana sandwich shop ',' 2905 buford hwy . ',atlanta,404-636-4094,cuban,695,78
18,46,0,18,` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,46,` mulberry st. ',' 17040 ventura blvd. ',encino,818-906-8881,pizza,580,79
1,46,0,1,` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,46,` mulberry st. ',' 17040 ventura blvd. ',encino,818-906-8881,pizza,580,80
18,56,0,18,` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,56,` rubin \ 's red hots ',' 15322 ventura blvd. ',encino,818-905-6515,` hot dogs ',590,81
159,56,0,159,posto,' 14928 ventura blvd. ',` sherman oaks ',818/784 -4400,italian,156,56,` rubin \ 's red hots ',' 15322 ventura blvd. ',encino,818-905-6515,` hot dogs ',590,82
18,61,0,18,` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,61,` sushi nozawa ',' 11288 ventura blvd. ',` studio city ',818-508-7017,japanese,595,83
159,61,0,159,posto,' 14928 ventura blvd. ',` sherman oaks ',818/784 -4400,italian,156,61,` sushi nozawa ',' 11288 ventura blvd. ',` studio city ',818-508-7017,japanese,595,84
3,61,0,3,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,61,` sushi nozawa ',' 11288 ventura blvd. ',` studio city ',818-508-7017,japanese,595,85
18,221,0,18,` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,221,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,86
1,221,0,1,` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,221,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,87
159,221,0,159,posto,' 14928 ventura blvd. ',` sherman oaks ',818/784 -4400,italian,156,221,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,88
3,221,1,3,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,221,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,89
1,219,1,1,` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,219,` art \ 's deli ',' 12224 ventura blvd. ',` studio city ',818-762-1221,delis,1,90
159,219,0,159,posto,' 14928 ventura blvd. ',` sherman oaks ',818/784 -4400,italian,156,219,` art \ 's deli ',' 12224 ventura blvd. ',` studio city ',818-762-1221,delis,1,91
3,219,0,3,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,219,` art \ 's deli ',' 12224 ventura blvd. ',` studio city ',818-762-1221,delis,1,92
1,236,0,1,` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,236,` pinot bistro ',' 12969 ventura blvd. ',` studio city ',818-990-0500,` french bistro ',18,93
159,236,0,159,posto,' 14928 ventura blvd. ',` sherman oaks ',818/784 -4400,italian,156,236,` pinot bistro ',' 12969 ventura blvd. ',` studio city ',818-990-0500,` french bistro ',18,94
221,277,0,221,` china grill ','60 w. 53rd st. ',` new york ',212/333 -7788,american,219,277,seryna,'11 e. 53rd st. ',` new york city ',212-980-9393,japanese,59,95
59,277,1,59,seryna,'11 e. 53rd st. ',` new york ',212/980 -9393,asian,59,277,seryna,'11 e. 53rd st. ',` new york city ',212-980-9393,japanese,59,96
113,277,0,113,` il nido ',' 251 e. 53rd st. ',` new york ',212/753 -8450,italian,267,277,seryna,'11 e. 53rd st. ',` new york city ',212-980-9393,japanese,59,97
221,258,0,221,` china grill ','60 w. 53rd st. ',` new york ',212/333 -7788,american,219,258,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,98
43,258,0,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,258,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,99
356,258,0,356,` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,258,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,100
40,258,1,40,` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,258,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,101
43,257,0,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,257,` la caravelle ','33 w. 55th st. ',` new york city ',212-586-4252,` french ( classic ) ',39,102
43,251,0,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,251,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,103
52,251,0,52,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,251,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,104
33,251,1,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,251,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,105
43,278,0,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,278,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,106
46,278,0,46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,278,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,107
286,278,0,286,` le chantilly ',' 106 e. 57th st. ',` new york ',212/751 -2931,french,285,278,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,108
287,278,0,287,` le colonial ',' 149 e. 57th st. ',` new york ',' 212 / 752-0808 ',asian,286,278,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,109
43,261,1,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,261,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,110
33,261,0,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,261,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,111
44,261,0,44,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,261,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,112
205,261,0,205,` cafe pierre ',' 2 e. 61st st. ',` new york ',212/940 -8185,french,203,261,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,113
43,262,0,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,114
33,262,0,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,115
287,262,0,287,` le colonial ',' 149 e. 57th st. ',` new york ',' 212 / 752-0808 ',asian,286,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,116
44,262,1,44,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,117
197,262,0,197,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,118
32,262,0,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,119
373,262,0,373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,120
374,262,0,374,` water club ',' 500 e. 30th st. ',` new york ',212/683 -3333,american,374,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,121
43,250,0,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,250,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,122
52,250,0,52,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,250,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,123
32,250,1,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,250,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,124
373,250,0,373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,250,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,125
220,250,0,220,chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,250,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,126
356,93,0,356,` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,93,menchanko-tei,'39 w. 55th st. ',` new york city ',212-247-1585,japanese,627,127
39,93,0,39,` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,93,menchanko-tei,'39 w. 55th st. ',` new york city ',212-247-1585,japanese,627,128
52,260,0,52,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,129
197,260,0,197,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,130
291,260,0,291,` le marais ',' 150 w. 46th st. ',` new york ',212/869 -0900,american,290,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,131
66,260,0,66,` virgil \ 's ',' 152 w. 44th st. ',` new york ',' 212 / 921-9494 ',american,66,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,132
45,260,0,45,` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,133
329,260,0,329,` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,134
290,260,0,290,` le madri ',' 168 w. 18th st. ',` new york ',212/727 -8022,italian,289,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,135
52,264,0,52,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,136
33,264,0,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,137
46,264,1,46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,138
197,264,0,197,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,139
292,264,0,292,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,140
326,264,0,326,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,141
52,270,1,52,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,142
33,270,0,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,143
46,270,0,46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,144
32,270,0,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,145
273,270,0,273,` jean lafitte ','68 w. 58th st. ',` new york ',212/751 -2323,french,272,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,146
