ltable_id,rtable_id,label,left_id,left_title,left_manufacturer,left_price,right_id,right_title,right_manufacturer,right_price,id
541,3027,0,541,microsoft onenote 2007,microsoft,99.95,3027,microsoft office visio standard 2007 upgrade ( pc ),,129.95,23
146,3027,0,146,microsoft mappoint 2006 standard edition,microsoft,299.0,3027,microsoft office visio standard 2007 upgrade ( pc ),,129.95,24
511,3027,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,3027,microsoft office visio standard 2007 upgrade ( pc ),,129.95,25
547,3027,0,547,microsoft outlook 2007,microsoft,109.95,3027,microsoft office visio standard 2007 upgrade ( pc ),,129.95,26
571,137,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,27
490,137,0,490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,28
135,137,0,135,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,29
393,137,0,393,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099.0,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,30
258,137,0,258,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479.0,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,31
761,137,0,761,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,32
816,137,0,816,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,33
571,3183,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,3183,microsoft ( r ) money 2004 standard,,29.99,34
518,3183,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,3183,microsoft ( r ) money 2004 standard,,29.99,35
541,3183,0,541,microsoft onenote 2007,microsoft,99.95,3183,microsoft ( r ) money 2004 standard,,29.99,36
547,3183,0,547,microsoft outlook 2007,microsoft,109.95,3183,microsoft ( r ) money 2004 standard,,29.99,37
574,3183,0,574,microsoft mappoint 2006 with gps,microsoft,349.0,3183,microsoft ( r ) money 2004 standard,,29.99,38
497,3183,0,497,microsoft data analyzer 2002,microsoft,179.0,3183,microsoft ( r ) money 2004 standard,,29.99,39
614,3183,0,614,microsoft works suite 2006,microsoft,99.0,3183,microsoft ( r ) money 2004 standard,,29.99,40
578,3183,0,578,microsoft office excel 2007,microsoft,229.95,3183,microsoft ( r ) money 2004 standard,,29.99,41
12,3183,0,12,microsoft sql server standard edition 2005 64 bit cd/dvd 5 client,microsoft,1849.0,3183,microsoft ( r ) money 2004 standard,,29.99,42
571,1473,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,1473,publisher 2007 upgrade microsoft 164-04052,,69.71,43
518,1473,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,1473,publisher 2007 upgrade microsoft 164-04052,,69.71,44
511,1473,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,1473,publisher 2007 upgrade microsoft 164-04052,,69.71,45
497,1473,0,497,microsoft data analyzer 2002,microsoft,179.0,1473,publisher 2007 upgrade microsoft 164-04052,,69.71,46
512,1473,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,1473,publisher 2007 upgrade microsoft 164-04052,,69.71,47
269,1473,0,269,microsoft publisher with digital imaging 2003 [ old version ],microsoft,209.99,1473,publisher 2007 upgrade microsoft 164-04052,,69.71,48
571,2441,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,2441,microsoft windows vista ultimate upgrade,,239.95,49
93,2441,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,2441,microsoft windows vista ultimate upgrade,,239.95,50
511,2441,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,2441,microsoft windows vista ultimate upgrade,,239.95,51
512,2441,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,2441,microsoft windows vista ultimate upgrade,,239.95,52
632,2441,0,632,microsoft windows xp professional full version with sp2,microsoft,299.99,2441,microsoft windows vista ultimate upgrade,,239.95,53
584,2441,0,584,microsoft windows vista business full version [ dvd ],microsoft,299.95,2441,microsoft windows vista ultimate upgrade,,239.95,54
474,2441,0,474,microsoft asp net web matrix,microsoft,30.0,2441,microsoft windows vista ultimate upgrade,,239.95,55
348,2441,0,348,microsoft office & windows training,topics entertainment,29.99,2441,microsoft windows vista ultimate upgrade,,239.95,56
90,2441,0,90,emc retrospect 7.5 professional for windows upgrade,dantz,,2441,microsoft windows vista ultimate upgrade,,239.95,57
645,2441,0,645,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,2441,microsoft windows vista ultimate upgrade,,239.95,58
443,2441,0,443,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,2441,microsoft windows vista ultimate upgrade,,239.95,59
514,2441,0,514,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,2441,microsoft windows vista ultimate upgrade,,239.95,60
571,955,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,955,adobe pagemaker 7.0 for mac version upgrade,,79.99,61
26,955,0,26,adobe premiere pro cs3 upgrade,adobe,299.0,955,adobe pagemaker 7.0 for mac version upgrade,,79.99,62
1174,955,0,1174,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,955,adobe pagemaker 7.0 for mac version upgrade,,79.99,63
572,955,0,572,adobe dreamweaver cs3 upgrade,adobe,199.0,955,adobe pagemaker 7.0 for mac version upgrade,,79.99,64
737,955,0,737,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0,955,adobe pagemaker 7.0 for mac version upgrade,,79.99,65
571,2959,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,2959,microsoft windows vista business full version,,249.95,66
93,2959,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,2959,microsoft windows vista business full version,,249.95,67
511,2959,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,2959,microsoft windows vista business full version,,249.95,68
512,2959,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,2959,microsoft windows vista business full version,,249.95,69
584,2959,0,584,microsoft windows vista business full version [ dvd ],microsoft,299.95,2959,microsoft windows vista business full version,,249.95,70
348,2959,0,348,microsoft office & windows training,topics entertainment,29.99,2959,microsoft windows vista business full version,,249.95,71
645,2959,0,645,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,2959,microsoft windows vista business full version,,249.95,72
514,2959,0,514,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,2959,microsoft windows vista business full version,,249.95,73
496,2959,0,496,microsoft windows vista business 32-bit for system builders,microsoft,179.99,2959,microsoft windows vista business full version,,249.95,74
531,2959,0,531,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,2959,microsoft windows vista business full version,,249.95,75
218,2959,0,218,microsoft upg win small business svr cal t74-01215 ),microsoft corporation,330.14,2959,microsoft windows vista business full version,,249.95,76
492,2959,0,492,microsoft productivity pack for windows mobile,microsoft,29.99,2959,microsoft windows vista business full version,,249.95,77
571,2803,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,2803,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,78
518,2803,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,2803,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,79
490,2803,1,490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,2803,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,80
393,2803,0,393,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099.0,2803,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,81
761,2803,0,761,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,2803,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,82
625,2803,0,625,apple final cut studio 2 upgrade from final cut studio ( mac ),apple,499.0,2803,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,83
571,1162,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,1162,microsoft ( r ) access 2007,,109.99,84
518,1162,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,1162,microsoft ( r ) access 2007,,109.99,85
604,1162,0,604,microsoft office small business 2007 full version,microsoft,449.95,1162,microsoft ( r ) access 2007,,109.99,86
541,1162,0,541,microsoft onenote 2007,microsoft,99.95,1162,microsoft ( r ) access 2007,,109.99,87
511,1162,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,1162,microsoft ( r ) access 2007,,109.99,88
578,1162,0,578,microsoft office excel 2007,microsoft,229.95,1162,microsoft ( r ) access 2007,,109.99,89
474,1162,0,474,microsoft asp net web matrix,microsoft,30.0,1162,microsoft ( r ) access 2007,,109.99,90
1016,1162,0,1016,math success deluxe 2007,topics entertainment,39.99,1162,microsoft ( r ) access 2007,,109.99,91
571,1129,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,1129,microsoft academic microsoft visio 2003 professional,,159.0,92
93,1129,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,1129,microsoft academic microsoft visio 2003 professional,,159.0,93
511,1129,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,1129,microsoft academic microsoft visio 2003 professional,,159.0,94
547,1129,0,547,microsoft outlook 2007,microsoft,109.95,1129,microsoft academic microsoft visio 2003 professional,,159.0,95
614,1129,0,614,microsoft works suite 2006,microsoft,99.0,1129,microsoft academic microsoft visio 2003 professional,,159.0,96
632,1129,0,632,microsoft windows xp professional full version with sp2,microsoft,299.99,1129,microsoft academic microsoft visio 2003 professional,,159.0,97
951,1129,0,951,microspot macdraft professional ( mac ),microspot ltd.,349.99,1129,microsoft academic microsoft visio 2003 professional,,159.0,98
1293,1129,0,1293,systemsuite 8 professional,individual software,49.99,1129,microsoft academic microsoft visio 2003 professional,,159.0,99
618,1129,0,618,pop-up stopper professional,panicware,29.99,1129,microsoft academic microsoft visio 2003 professional,,159.0,100
866,1129,0,866,system care professional,avanquest,49.95,1129,microsoft academic microsoft visio 2003 professional,,159.0,101
270,1129,0,270,adobe acrobat 7.0 professional,adobe,449.99,1129,microsoft academic microsoft visio 2003 professional,,159.0,102
571,998,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,998,microsoft word 2004,,209.99,103
490,998,0,490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,998,microsoft word 2004,,209.99,104
547,998,0,547,microsoft outlook 2007,microsoft,109.95,998,microsoft word 2004,,209.99,105
574,998,0,574,microsoft mappoint 2006 with gps,microsoft,349.0,998,microsoft word 2004,,209.99,106
578,998,0,578,microsoft office excel 2007,microsoft,229.95,998,microsoft word 2004,,209.99,107
773,998,0,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,998,microsoft word 2004,,209.99,108
521,998,0,521,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,998,microsoft word 2004,,209.99,109
211,998,0,211,microsoft entertainment pack ce,microsoft,49.5,998,microsoft word 2004,,209.99,110
423,998,0,423,microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73,998,microsoft word 2004,,209.99,111
171,998,0,171,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft licenses,349.83,998,microsoft word 2004,,209.99,112
571,1478,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,1478,microsoft t73-00091 molpc visio std sa,,168.03,113
571,1748,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,1748,92707 tun plus 2005 version upgrade license 1 user win,,66.09,114
135,1748,0,135,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,1748,92707 tun plus 2005 version upgrade license 1 user win,,66.09,115
571,2518,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,2518,microsoft powerpoint mac 2004 version upgrade,,89.99,116
93,2518,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,2518,microsoft powerpoint mac 2004 version upgrade,,89.99,117
490,2518,0,490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,2518,microsoft powerpoint mac 2004 version upgrade,,89.99,118
541,2518,0,541,microsoft onenote 2007,microsoft,99.95,2518,microsoft powerpoint mac 2004 version upgrade,,89.99,119
511,2518,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,2518,microsoft powerpoint mac 2004 version upgrade,,89.99,120
547,2518,0,547,microsoft outlook 2007,microsoft,109.95,2518,microsoft powerpoint mac 2004 version upgrade,,89.99,121
512,2518,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,2518,microsoft powerpoint mac 2004 version upgrade,,89.99,122
632,2518,0,632,microsoft windows xp professional full version with sp2,microsoft,299.99,2518,microsoft powerpoint mac 2004 version upgrade,,89.99,123
584,2518,0,584,microsoft windows vista business full version [ dvd ],microsoft,299.95,2518,microsoft powerpoint mac 2004 version upgrade,,89.99,124
773,2518,0,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,2518,microsoft powerpoint mac 2004 version upgrade,,89.99,125
186,2518,0,186,learn2 training for microsoft powerpoint,topics-entertainment-software - ( consignment ),9.99,2518,microsoft powerpoint mac 2004 version upgrade,,89.99,126
571,1137,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,127
604,1137,0,604,microsoft office small business 2007 full version,microsoft,449.95,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,128
490,1137,0,490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,129
511,1137,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,130
135,1137,0,135,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,131
512,1137,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,132
348,1137,0,348,microsoft office & windows training,topics entertainment,29.99,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,133
443,1137,0,443,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,134
496,1137,0,496,microsoft windows vista business 32-bit for system builders,microsoft,179.99,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,135
531,1137,0,531,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,136
251,1137,0,251,microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929.0,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,137
662,1137,0,662,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,138
248,1137,0,248,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,139
535,1137,0,535,microsoft windows live onecare 1.5 online pc care subscription [ 12 months ],microsoft,49.95,1137,microsoft windows vista business upgrade license 1 pc english,,168.99,140
571,904,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,904,microsoft office 2004 standard,,369.99,141
93,904,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,904,microsoft office 2004 standard,,369.99,142
541,904,0,541,microsoft onenote 2007,microsoft,99.95,904,microsoft office 2004 standard,,369.99,143
497,904,0,497,microsoft data analyzer 2002,microsoft,179.0,904,microsoft office 2004 standard,,369.99,144
614,904,0,614,microsoft works suite 2006,microsoft,99.0,904,microsoft office 2004 standard,,369.99,145
578,904,0,578,microsoft office excel 2007,microsoft,229.95,904,microsoft office 2004 standard,,369.99,146
12,904,0,12,microsoft sql server standard edition 2005 64 bit cd/dvd 5 client,microsoft,1849.0,904,microsoft office 2004 standard,,369.99,147
348,904,0,348,microsoft office & windows training,topics entertainment,29.99,904,microsoft office 2004 standard,,369.99,148
773,904,0,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,904,microsoft office 2004 standard,,369.99,149
519,904,0,519,microsoft student with encarta premium 2008 dvd,microsoft,49.95,904,microsoft office 2004 standard,,369.99,150
670,904,0,670,gorilla 4 standard,jungle software,299.0,904,microsoft office 2004 standard,,369.99,151
571,2497,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,2497,office pro 2007 upgrade microsoft 269-10294,,257.71,152
518,2497,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,2497,office pro 2007 upgrade microsoft 269-10294,,257.71,153
604,2497,0,604,microsoft office small business 2007 full version,microsoft,449.95,2497,office pro 2007 upgrade microsoft 269-10294,,257.71,154
490,2497,0,490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,2497,office pro 2007 upgrade microsoft 269-10294,,257.71,155
511,2497,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,2497,office pro 2007 upgrade microsoft 269-10294,,257.71,156
135,2497,0,135,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,2497,office pro 2007 upgrade microsoft 269-10294,,257.71,157
512,2497,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,2497,office pro 2007 upgrade microsoft 269-10294,,257.71,158
571,2863,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,2863,microsoft money 2007 premium ( pc ),,79.99,159
518,2863,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,2863,microsoft money 2007 premium ( pc ),,79.99,160
541,2863,0,541,microsoft onenote 2007,microsoft,99.95,2863,microsoft money 2007 premium ( pc ),,79.99,161
816,2863,0,816,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0,2863,microsoft money 2007 premium ( pc ),,79.99,162
574,2863,0,574,microsoft mappoint 2006 with gps,microsoft,349.0,2863,microsoft money 2007 premium ( pc ),,79.99,163
497,2863,0,497,microsoft data analyzer 2002,microsoft,179.0,2863,microsoft money 2007 premium ( pc ),,79.99,164
614,2863,0,614,microsoft works suite 2006,microsoft,99.0,2863,microsoft money 2007 premium ( pc ),,79.99,165
578,2863,0,578,microsoft office excel 2007,microsoft,229.95,2863,microsoft money 2007 premium ( pc ),,79.99,166
951,2863,0,951,microspot macdraft professional ( mac ),microspot ltd.,349.99,2863,microsoft money 2007 premium ( pc ),,79.99,167
519,2863,0,519,microsoft student with encarta premium 2008 dvd,microsoft,49.95,2863,microsoft money 2007 premium ( pc ),,79.99,168
243,2863,0,243,money premium 2007 win32 eng na mini box us only cd,microsoft,118.46,2863,microsoft money 2007 premium ( pc ),,79.99,169
87,2863,0,87,microsoft licenses project svr sa govt ( h2200301 ),microsoft licenses,3601.4,2863,microsoft money 2007 premium ( pc ),,79.99,170
571,3175,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87,171
518,3175,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87,172
541,3175,0,541,microsoft onenote 2007,microsoft,99.95,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87,173
511,3175,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87,174
547,3175,0,547,microsoft outlook 2007,microsoft,109.95,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87,175
574,3175,0,574,microsoft mappoint 2006 with gps,microsoft,349.0,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87,176
512,3175,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87,177
514,3175,0,514,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87,178
186,3175,0,186,learn2 training for microsoft powerpoint,topics-entertainment-software - ( consignment ),9.99,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87,179
571,2853,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,2853,microsoft windows xp professional edition ( upgrade ),,199.99,180
518,2853,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,2853,microsoft windows xp professional edition ( upgrade ),,199.99,181
93,2853,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,2853,microsoft windows xp professional edition ( upgrade ),,199.99,182
135,2853,0,135,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,2853,microsoft windows xp professional edition ( upgrade ),,199.99,183
632,2853,0,632,microsoft windows xp professional full version with sp2,microsoft,299.99,2853,microsoft windows xp professional edition ( upgrade ),,199.99,184
584,2853,0,584,microsoft windows vista business full version [ dvd ],microsoft,299.95,2853,microsoft windows xp professional edition ( upgrade ),,199.99,185
348,2853,0,348,microsoft office & windows training,topics entertainment,29.99,2853,microsoft windows xp professional edition ( upgrade ),,199.99,186
90,2853,0,90,emc retrospect 7.5 professional for windows upgrade,dantz,,2853,microsoft windows xp professional edition ( upgrade ),,199.99,187
443,2853,0,443,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,2853,microsoft windows xp professional edition ( upgrade ),,199.99,188
514,2853,0,514,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,2853,microsoft windows xp professional edition ( upgrade ),,199.99,189
496,2853,0,496,microsoft windows vista business 32-bit for system builders,microsoft,179.99,2853,microsoft windows xp professional edition ( upgrade ),,199.99,190
531,2853,0,531,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,2853,microsoft windows xp professional edition ( upgrade ),,199.99,191
951,2853,0,951,microspot macdraft professional ( mac ),microspot ltd.,349.99,2853,microsoft windows xp professional edition ( upgrade ),,199.99,192
1148,2853,0,1148,sibelius 4 professional edition,sibelius-software-ltd .,599.99,2853,microsoft windows xp professional edition ( upgrade ),,199.99,193
654,2853,0,654,acrobat professional 8 ( windows ),adobe,273.0,2853,microsoft windows xp professional edition ( upgrade ),,199.99,194
852,2853,0,852,cinescore professional soundtrack edition,sony-pictures-digital-entertainment,249.95,2853,microsoft windows xp professional edition ( upgrade ),,199.99,195
118,2853,0,118,crystal reports xi professional edition,business objects,495.0,2853,microsoft windows xp professional edition ( upgrade ),,199.99,196
888,2853,0,888,microsoft oem 3pk xp home edition sp2 n09-01624 ),microsoft corporation,,2853,microsoft windows xp professional edition ( upgrade ),,199.99,197
571,1514,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,1514,microsoft windows vista home basic upgrade ( pc ),,99.99,198
518,1514,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,1514,microsoft windows vista home basic upgrade ( pc ),,99.99,199
511,1514,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,1514,microsoft windows vista home basic upgrade ( pc ),,99.99,200
512,1514,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,1514,microsoft windows vista home basic upgrade ( pc ),,99.99,201
584,1514,0,584,microsoft windows vista business full version [ dvd ],microsoft,299.95,1514,microsoft windows vista home basic upgrade ( pc ),,99.99,202
348,1514,0,348,microsoft office & windows training,topics entertainment,29.99,1514,microsoft windows vista home basic upgrade ( pc ),,99.99,203
514,1514,0,514,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,1514,microsoft windows vista home basic upgrade ( pc ),,99.99,204
496,1514,0,496,microsoft windows vista business 32-bit for system builders,microsoft,179.99,1514,microsoft windows vista home basic upgrade ( pc ),,99.99,205
492,1514,0,492,microsoft productivity pack for windows mobile,microsoft,29.99,1514,microsoft windows vista home basic upgrade ( pc ),,99.99,206
571,1182,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,1182,microsoft ( r ) office word 2004 for mac full version,,231.29,207
93,1182,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,1182,microsoft ( r ) office word 2004 for mac full version,,231.29,208
604,1182,0,604,microsoft office small business 2007 full version,microsoft,449.95,1182,microsoft ( r ) office word 2004 for mac full version,,231.29,209
146,1182,0,146,microsoft mappoint 2006 standard edition,microsoft,299.0,1182,microsoft ( r ) office word 2004 for mac full version,,231.29,210
511,1182,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,1182,microsoft ( r ) office word 2004 for mac full version,,231.29,211
614,1182,0,614,microsoft works suite 2006,microsoft,99.0,1182,microsoft ( r ) office word 2004 for mac full version,,231.29,212
