index,id,title,authors,venue,year,source,entity_id
113,52741,mariposa : a wide-area distributed database system,"z qin , w wang , f wu , t lo , p aoki","vldb journal ,",,1,9
16,758,the mariposa distributed database management system,j sidell,sigmod record,1996.0,0,10
109,39381,the mariposa distributed database management system,j sidell,"sigmod record ,",1996.0,1,10
6,670,deeds towards a distributed and active real-time database system,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,1996.0,0,11
110,34485,deeds towards a distributed and real-time database system,"sa andler , j hansson , j eriksson , j mellin , m","sigmod record 25 ( 1 ) ,",,1,11
6604,2835,"andb . eftring , deeds : towards a distributed and active real-time database systems","sf andler , j hansson , j eriksson , j mellin , m","acm sigmod record ,",,1,11
6605,13454,deeds towards a distributed and active real-time database system . 25 ( 1 ) : 38â ?? 40,"s andler , j hansson , j eriksson , j mellin , m",,1996.0,1,11
50,677,"integrating temporal , real-time , and active databases","k ramamritham , r sivasankaran , j stankovic , d towsley , m xiong",sigmod record,1996.0,0,12
121,3716,"integrating temporal , real-time , and active databases","k ramamritham , r sivasankaran , ja stankovic , dt","sigmod record ,",1996.0,1,12
67,5,schema and database evolution in the o2 object database system,"f ferrandina , t meyer , r zicari , g ferran , j madec",vldb,1995.0,0,13
126,43727,database evolution in the o 2 database system,"f ferrandina , g ferran , j mdec , t meyer , r zicari",proceedings of the 21st international conference on very,,1,13
6490,35628,schema and database evolution in the 02 object database system,"f ferrandina , t meyer , r zicari , g ferran , je","proceedings of the 21th international conference on very & hellip ; ,",1995.0,1,13
7,2538,an introduction to spatial database systems,r gќting,vldb j.,1994.0,0,14
134,13096,an introduction to spatial database systems,portal.acm.org,,1994.0,1,14
143,27667,an introduction to spatial database system,r gunting,"proceedings for the international conference on very large & hellip ; ,",,1,14
149,9310,preface to the special issue on spatial database systems,rh gã 1/4 ting,"the vldb journal the international journal on very large & hellip ; ,",1994.0,1,14
164,53970,an introduction to spatial database systems,rh gã 1/4 ting,"the vldb journal the international journal on very large & hellip ; ,",1994.0,1,14
166,35012,an introduction to spatial database systems . special issue on spatial database systems of the vldb,rh guting,,1994.0,1,14
152,2540,"title , foreword , preface to the special issue on spatial database systems , index vol . 3",,,1994.0,0,15
152,32585,special issue on spatial database systems,hj schek,"the vldb journalâ ?? the international journal on very large & hellip ; ,",1994.0,1,15
28,1840,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994.0,0,16
180,53104,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j",proc . acm sigmod int &#39; l conf . management of,,1,16
361,63795,the ores temporal database system,"b theodolidis , ga ait-braham , j chaudhary , g","proc . acm sigmod conf . on the management of data ,",,1,16
9,707,the network is the database : data management for highly distributed systems,"j navas , m wynblatt",sigmod conference,2001.0,0,17
184,10972,the network is the database : data management for highly distributed systems,"jc navas , m wynblatt","sigmod conference ,",2001.0,1,17
143,1712,the ecrc multi database system,"w jonker , h schќtz",sigmod conference,1995.0,0,18
191,27270,the ecrc multi database system,"w jonker , h schã 1/4 tz","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0,1,18
13,703,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001.0,0,19
197,12263,query optimization in compressed database systems,"z chen , j gehrke , f korn",,,1,19
11,1421,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996.0,0,20
199,53805,optimization in distributed mediator systems,"s adali , ks candan , y papakonstantinou , vs","proc . acm sigmod ,",,1,20
6974,59956,"querycachingandoptimizationindistributed mediatorsystems , inh . v. jagadish and inderpal singh mumick","s adali , ks candan , y papakonstantinou , vs","proc . of the 1996 acm sigmod conf . on managementof data ,",,1,20
195,2519,query processing and optimization in oracle rdb,"g antoshenkov , m ziauddin",vldb j.,1996.0,0,21
200,25395,query processing and optimization in rdb,"g antoshnekov , m ziauddin","vldb journal ,",,1,21
12,2383,deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis,"n krivokapic , a kemper , e gudes",vldb j.,1999.0,0,22
212,6754,deadlock detection in distributed databases : a new algorithm and a comparative performance,"n krivokapãc , a kemper , e gudes","the vldb journal ,",,1,22
8132,39172,deadlock detection in distributed database systems : a new algorithm and a comparative performance,"n krivokapic , a kemper , e gudes","vldb journal ,",1999.0,1,22
113,960,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003.0,0,23
220,27440,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori","acm transactions on database systems ,",2003.0,1,23
120,2220,foundations of preferences in database systems,w kieпling,vldb,2002.0,0,24
223,58174,foundations of preferences in database systems,w kieî ² ling,proc . of the intl. conf . on very large data bases,,1,24
6675,50432,foundations of preferences in database systems,w kiessling,"vldb ,",2002.0,1,24
14,1721,distributed processing over stand-alone systems and applications,"g alonso , c hagen , h schek , m tresch",vldb,1997.0,0,25
243,9046,distributed processing over stand-alone systems and applications,"g alonso , c hagen , hj schek , m tresch","vldb ,",1997.0,1,25
237,2571,reordering query execution in tertiary memory databases,"s sarawagi , m stonebraker",vldb,1996.0,0,26
254,49818,reordering query execution in tertiary memory databases,"s sarawagi , m stonebraker","proceedings of the international conference on very large & hellip ; ,",1996.0,1,26
106,1926,document management as a database problem,r bayer,vldb,1995.0,0,27
267,51702,document management as a database problem,r bayer,"proceedings of the international conference on very large & hellip ; ,",1995.0,1,27
248,434,stream : the stanford stream data manager,"a arasu , b babcock , s babu , m datar , k ito , i nishizawa , j rosenstein , j widom",sigmod conference,2003.0,0,28
287,28876,stream : the stanford data stream management system,"a arasu , b babcock , s babu , j cieslewicz , m datar ,",,,1,28
2565,21437,stream : the stanford stream data manager ( demonstration description ),"a arasu , b babcock , s babu , m datar , k ito , i","proceedings of the 2003 acm sigmod international conference & hellip ; ,",2003.0,1,28
2660,28108,stream : the stanford stream data manager,d proposal,,,1,28
59,570,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997.0,0,29
297,60742,al. ( 1997 ) . lore : a database management system for semistructured data,"j mchugh , s abiteboul",sigmod,,1,29
17,492,distributed transactions in practice,"p ram , l do , p drew",sigmod record,1999.0,0,30
313,38780,distributed transactions in practice,"p ram , l do , p drew","sigmod record ,",1999.0,1,30
318,13678,distributed transactions in practice .,acms anthology,"sigmod record ,",1999.0,1,30
18,1616,implementation of two semantic query optimization techniques in db2 universal database,"q cheng , j gryz , f koo , t leung , l liu , x qian , k schiefer",vldb,1999.0,0,31
325,23708,"implementation of two semantic query optimization techniques in db2 universal databaseâ '' , atkinson","q cheng , j gryz , f koo , tyc leung , l liu , x qian ,",international conference on very large data bases ( vldbâ ?? 99,,1,31
114,1542,heterogeneous database query optimization in db2 universal datajoiner,"s venkataraman , t zhang",vldb,1998.0,0,32
326,18107,heterogeneous database query optimization in db2 universal datajoiner 24th conf . on very large,"s venkataraman , t zhang","new york ,",,1,32
19,1959,a non-uniform data fragmentation strategy for parallel main-menory database systems,"n bassiliades , i vlahavas",vldb,1995.0,0,33
328,35791,a non-uniform data fragmentation strategy for parallel main-menory database systems,"n bassiliades , i vlahavas","proceedings of the international conference on very large & hellip ; ,",1995.0,1,33
8675,29124,"1 . p. vlahavas , a non-uniform data fragmentation strategy for parallel main-menory database systems",n bassiliades,proc .,,1,33
22,682,improving timeliness in real-time secure database systems,"s son , r david , b thuraisingham",sigmod record,1996.0,0,34
335,61844,improving timeliness in real-time secure database systems,"sh son , r david , b thuraisingham","sigmod record ,",1996.0,1,34
123,2554,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994.0,0,35
344,3558,the aditi deductive database system,"j vaghanl , k ramamohanarao , db kemp , z somogyi , pj","the vldb journal the international journal on very large & hellip ; ,",1994.0,1,35
43,68,introduction to constraint databases - book review,,,2002.0,0,36
351,16374,introduction to constraint databases,b kuijpers,"acm sigmod record ,",2002.0,1,36
45,1855,xsb as a deductive database,"k sagonas , t swift , d warren",sigmod conference,1994.0,0,37
2394,1814,xsb as an efficient deductive database engine,"k sagonas , t swift , d warren",sigmod conference,1994.0,0,37
359,55598,xsb as an efficient deductive database system,"k sagonas , t swift , ds warren","acm sigmod symposium on management of data ,",,1,37
3243,43854,xsb as an efficient deductive database engine ( pp. 442â ?? 453 ),"k sagonas , t swift , d warren","proceedings of the 1994 acm sigmod , international conference & hellip ; ,",,1,37
6463,52014,xsb as a deductive database,"k sagonas , t swift , ds warren","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0,1,37
8068,43198,"t. , s. , & warren , d. ( 1994 ) . xsb as an e cient deductive database engine",k sagonas,proceedings of the 1994 acm sigmod international conference,,1,37
53,1816,parallel database systems in the 1990 's,m carey,sigmod conference,1994.0,0,38
364,4146,parallel database systems in the 1990 's,mj carey,acm computing surveys,,1,38
91,17,managing intra-operator parallelism in parallel database systems,"m mehta , d dewitt",vldb,1995.0,0,39
366,44402,"managing intra-operator parallelism in parallel database systems , in `` proc","m mehta , dj dewitt","21st conference on very large databases ( vldb &#39; 95 ) ,",,1,39
368,37857,managing intra-operator parallelism in parallel database systems,"mm md951 , d dewitt","proc . vldb conference , zurich ,",,1,39
6752,35922,managing intra-operator parallelism in parallel database systems,m mehta,"proceedings of the international conference on very large & hellip ; ,",1995.0,1,39
92,839,towards self-tuning data placement in parallel database systems,"m lee , m kitsuregawa , b ooi , k tan , a mondal",sigmod conference,2000.0,0,40
369,7397,towards self-tuning data placement in parallel database systems,"ml lee , m kitsuregawa , bc ooi , kl tan , a mondal","sigmod conference ,",2000.0,1,40
90,2515,data placement in shared-nothing parallel database systems,"m mehta , d dewitt",vldb j.,1997.0,0,41
363,41656,data placement in shared-nothing parallel database systems,s padmanabhan,,1992.0,1,41
371,62619,data placement in shared-nothing parallel database systems,"m mehta , dj dewitt","the vldb journal the international journal on very large & hellip ; ,",1997.0,1,41
278,1861,on-demand data elevation in hierarchical multimedia storage servers,"p triantafillou , t papadakis",vldb,1997.0,0,42
378,64163,on-demand data elevation in a hierarchical multimedia storage server,"p triantallou , t papadakis","proc . of 23rd intl. conf . on very large data bases , vldb ,",1997.0,1,42
279,2187,"database tuning : principles , experiments , and troubleshooting techniques","d shasha , p bonnet",vldb,2002.0,0,43
2458,450,"database tuning : principles , experiments , and troubleshooting techniques ( part i )","d shasha , p bonnet",sigmod conference,2002.0,0,43
380,64008,"database tuning : principles , experiments , and troubleshooting techniques ( part i )","d shasha , p bonnet","proceedings of the 2002 acm sigmod international conference & hellip ; ,",2002.0,1,43
381,32580,"database tuning : principles , experiments , and troubleshooting techniques","de shasha , p bonnetâ ? ¦",,2003.0,1,43
281,1323,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997.0,0,44
382,15632,n. stefanovic 1997 â ?? geominer : a system prototype for spatial data miningâ ??,"j han , k koperski",proc . acm-sigmod int . conf . on management of data ( sigmod &#39; 97,,1,44
282,1217,multimediaminer : a system prototype for multimedia data mining,"o zaяane , j han , z li , s chee , j chiang",sigmod conference,1998.0,0,45
383,26178,multimedia-miner : a system prototype formultimedia data mining,"or zaiane , j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",,1,45
384,57227,multimidia data miner : a system prototype for multimedia data miner,"or zaiane , j han , zn li , sh chee , j chiang","proc . acm sigmod intl. conf . on management of data ,",,1,45
6992,58482,multimediaminer : a system prototype for multimedia data mining . proceedings of acm sigmod,"or zaiane , j han , zn li",,1998.0,1,45
303,211,using unknowns to prevent discovery of association rules,"y saygin , v verykios , c clifton",sigmod record,2001.0,0,46
393,39931,using unknowns to prevent discovery of association rules,"y saygin , vs verykios , c clifton","acm sigmod record ,",2001.0,1,46
8002,47337,using unknowns to prevent discovery of association rules,"y icel saygm , vs verykios , c clifton","sigmod record ,",2001.0,1,46
288,631,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001.0,0,47
396,30952,communication-efficient distributed mining of association rules,"a schuster , r wolff","data mining and knowledge discovery ,",2004.0,1,47
308,19,mining generalized association rules,"r srikant , r agrawal",vldb,1995.0,0,48
310,95,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994.0,0,48
400,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",,1,48
430,33793,mining generalized association rules . [ p : 407 ] in : proceedings of the 21 stvery large data bases,"r srikant , r agrawal","zurich , switzerland ,",,1,48
435,27198,srikant r. fastalgorithms formining association rules in large databases,r agrawal,"proceedings of the 20th international conference on very & hellip ; ,",,1,48
443,50310,"fast algorithms for mining association rules in large databases , ibm research report rj9839 [ r ]","r agrawal , r skirant","san jose , california : ibm almaden research center ,",,1,48
451,47851,mining generalized association rules . in : proc of 21th int ' l conf very large data bases,"r srikant , r agrawal",,1995.0,1,48
463,48814,"r. ( 1995 ) , mining generalized association rules in '",ra srikant,proceedings of,,1,48
467,17325,fastalgorithmsformining association rules,rar srikant,"proc . of the vldb conference , santiago , chile , september ,",,1,48
473,11264,agrawal r. ming generalized association rules [ c ],r srikant,"proceedings of the 21th international conference on very & hellip ; ,",,1,48
474,20258,fast algorithms for mining association rules in large database,"a rakesh , r srikant",,1994.0,1,48
475,1047,fast algorithms for mining association rules . 20th int,"r agrawal , r skrikant","conf . on very large databases ( vldb ) . santiago de chile ,",,1,48
486,25978,fast algo . for mining assoiciation rules,"r agrawal , r srikant","proc . the 20th vldb ,",,1,48
502,7781,"fast algorithms for mining association rules in large databasesâ '' , bocca jb , jarke m. , zaniolo c. ,","r agrawal , r srikant","& hellip ; conference on very large data bases ( vldbâ ?? 94 ) , santiago de",,1,48
521,17315,"agrawal , r. ; srikant , r. : fast algorithms for mining association rules",s agrawal,"proceedings of the 20th international conference of very & hellip ; ,",,1,48
565,2730,mining generalized association rules . in : proceedings of the 21st vldb conference,"r srikant , r agrawal",,1995.0,1,48
6317,3210,srikant . fast algorithmsformining association rules,r agrawal andr,"proceedings of the 20th international conference on very & hellip ; ,",,1,48
6400,5072,mining generalized association rules,"r srikant , r agrawal",,1995.0,1,48
8006,9393,fast algorithems for association rules,"r agrawal , r srikant","proc . of 20th vldb conference ,",,1,48
8053,56999,mining generalized association rules . in : proceeding of the 21st international conference on very,"r srikant , r agrawal",,1995.0,1,48
298,1543,an effective hash based algorithm for mining association rules,"j park , m chen , p yu",sigmod conference,1995.0,0,49
405,48702,an efficient hash based algorithm for mining association rules,"js park , ms chen , ps yu","proc . acm sigmod intâ ?? l conf . on management of data ,",,1,49
410,18988,an effective algorithm for mining of association rules,js parkâ ? ¦,"proceedings of acm sigmod conference on management of data , & hellip ; ,",,1,49
469,35170,an effective hash based algorithm for mining association rules,"sp jong , sc ming , sy philip","proceedings of the 1995 acm sigmod international conference & hellip ; ,",,1,49
482,25994,an effective hash algorithm for mining association rules,"j park , m chen , p yu",proceedings of the 1995 acm sigmod international conference,,1,49
526,19718,an effective hash-based algorithm for mining association rules . in : proc . of the 1995 acm sigmod,js park,,1995.0,1,49
527,29603,an effective hash-based algorithm forming association rules [ a ],"js park , ms chen , ps yu","proceedings of the 1995 acm sigmod international conference & hellip ; ,",,1,49
309,1817,constructing efficient decision trees by using optimized numeric association rules,"t fukuda , y morimoto , s morishita , t tokuyama",vldb,1996.0,0,50
409,27315,constructing efficient decision trees by using optimized numeric association rules,"t fukuda , y morimoto","vldb ,",1996.0,1,50
299,1815,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996.0,0,51
416,7046,sql-like operator for mining association rules,"r meo , g psaila , s ceri , a new","proceedings of international conference on very large & hellip ; ,",,1,51
6389,13394,a new sql-like operator for data mining association rules,"r meo , g psaila , s ceri","proceedings of the 22nd vldb conference , bombay , indien ,",,1,51
289,612,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998.0,0,52
428,54367,mining fuzzy association rules in databases .,acms anthology,"sigmod record ,",1998.0,1,52
431,52988,mining fuzzy association rules in databases,"cm kuok , a fu , mh wong , nt shatin , h kong",,,1,52
437,3953,"wong . m , â ?? mining fuzzy association rules in databases , â ??","c kuok , a fu","sigmod record-quarterly publication of thespecial interest & hellip ; ,",,1,52
476,631,mining fuzzy association rules in database,"mk chan , f ada , hw man","sigmod record ,",,1,52
307,1640,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998.0,0,53
445,57396,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k","proceedings of the international conference on very large & hellip ; ,",1998.0,1,53
560,23976,algorithms for finding attribute valuegroup for binary segmentationof categorical databases,t tokuyama,,,1,53
134,1180,integrating mining with relational database systems : alternatives and implications,"s sarawagi , s thomas , r agrawal",sigmod conference,1998.0,0,54
447,31138,integrating association rule mining with databases : alternatives and implications,"s sarawagi , s thomas , r agrawal","acm sigmod intl. conf . management of data ,",,1,54
1671,58940,integrating association rule mining with relational database systems : alternatives and implications,ld notice,,,1,54
1739,8378,integrating mining with relational database systems : alternatives and implications,"s sunita , t shiby , a rakesh","proceedings acm sigmod international conference on & hellip ; ,",,1,54
295,1439,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996.0,0,55
458,60614,mining quantitative association rules from large databases,"r mrikant , r agrawal","ins proceedings of acm sigmod international conference on & hellip ; ,",,1,55
512,63402,"agrawal , \ \ miningquantitativeassociationrules inlarge relational tables",r srikantandr,"proc . oftheacm-sigmod intâ ?? l. conf . on management of data , & hellip ; ,",,1,55
290,1213,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998.0,0,56
470,52703,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa","sigmod conference ,",1998.0,1,56
294,2568,sampling large databases for association rules,h toivonen,vldb,1996.0,0,57
436,34209,sampling large databases for association rules,t hannu,"proceedins of the 22th international conference on vldb . & hellip ; ,",,1,57
479,9970,sampling large databases for association mining,h toivonen,"proc . 22nd int &#39; l conf . very large databases ,",,1,57
505,45368,sampling large databases for mining association rules . in : proceedings of the 22nd vldb conference,h toivonen,,1996.0,1,57
291,1288,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997.0,0,58
424,7065,scalable parallel data mining for association rules,eh hanâ ? ¦,"sigmod conference ,",1997.0,1,58
483,45648,scalable parallel data mining for association rules,"h eui-hong , g karypis","ieee transactions on knowledge and data engineering ,",,1,58
489,14999,kumarv ( 1997 ) scalable parallel data mining for association rules,"eh han , g karypis",proc . acm sigmod international conference on management of,,1,58
302,1954,discovery of multiple-level association rules from large databases,"j han , y fu",vldb,1995.0,0,59
439,61955,discovery of multiple-level association rules from large databases,"h jiawei , f yong-jian","proc of ,",,1,59
484,44542,mining multiple-level association rules in large databases,"j han , y fu",,,1,59
543,60370,fuy ( 1995 ) discovery of multiple-level association rules from large databases,j han,proc . 21st international conference on very large data,,1,59
325,2402,quantifiable data mining using ratio rules,"f korn , a labrinidis , y kotidis , c faloutsos",vldb j.,2000.0,0,60
487,61311,quantifiable data mining using ratio rules,"f korn , a labrinidis , y kotidis , c faloutsos","the vldb journal the international journal on very large & hellip ; ,",2000.0,1,60
315,1510,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,"m tamura , m kitsuregawa",vldb,1999.0,0,61
490,23877,dynamic load balancing for parallel association rule mining on heterogeneous pc cluster system,"m kitsuregawa , t tamura","proceedings of the 25th international conference on very & hellip ; ,",,1,61
292,1329,beyond market baskets : generalizing association rules to correlations,"s brin , r motwani , c silverstein",sigmod conference,1997.0,0,62
493,20343,beyond market baskets : generalizing association rules to correlations,"c silverstein , r motwani , s brin","proc . acm sigmod conf ,",,1,62
494,16306,beyond market baskets : generalizing association rules to correlations,"b sergey , m rajeev , s craig","proceedings of the acm sigmod international conference on & hellip ; ,",,1,62
562,53357,beyond market basket analysis : generalizing association rules to correlations,"s brin , r motwani , l page , t winograd","acm sigmod conference ,",,1,62
293,1214,query flocks : a generalization of association-rule mining,"s tsur , j ullman , s abiteboul , c clifton , r motwani , s nestorov , a rosenthal",sigmod conference,1998.0,0,63
496,22071,query flocks : a generalization of association-rule mining,"s abitboul , c clifton , r motwani , s nestorov , d",& hellip ; of the acm international conference on management of data (,,1,63
497,8939,query flocks : an extension to association-rule mining,"s tsur , jd ullman , s abiteboul , c clifton , r",,1998.0,1,63
8165,31909,query flocks : a generalization of association-rule mining,"d tsur , jd ullman , s abiteboul , c clifton , r","proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998.0,1,63
301,349,using quantitative information for efficient association rule generation,"b pєssas , w jr. , m carvalho , r resende",sigmod record,2000.0,0,64
511,17974,using quantitative information for efficient association rule generation,"b pã ´ ssas , w meira jr , m carvalho , r resende","j. braz . comp . soc ,",2000.0,1,64
296,2332,data mining with optimized two-dimensional association rules,"t fukuda , y morimoto , s morishita , t tokuyama",acm trans . database syst .,2001.0,0,65
335,1438,"data mining using two-dimensional optimized accociation rules : scheme , algorithms , and visualization","t fukuda , y morimoto , s morishita , t tokuyama",sigmod conference,1996.0,0,65
513,8468,data mining using two-dimensional optimized association rules : scheme,"t fukuda , y morimoto , s morishita , t tokuyama","algorithms , and visualization , acm ,",,1,65
6406,42751,optimized two dimensional optimization rules,"t fukuda , y morimoto , s morishita , t tokuyama","proc . sigmod ,",,1,65
297,2126,maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002.0,0,66
518,62929,8 . shariq rizvi and jayant r. haritsa maintaining data privacy in association rule mining,s rizvi,"proceedings of the 28th vldb conference , hong kong , china ,",,1,66
312,1643,algorithms for mining distance-based outliers in large datasets,"e knorr , r ng",vldb,1998.0,0,67
529,25741,algorithms for mining distance based outliers in large databases,"e knorr , r ng","proceedings of vldb , new york ,",,1,67
531,55545,algorithms for mining distance-based outliers in large database,"k edwin , r ng","new york : in proc . of the vldb conference ,",,1,67
567,38474,algorithms for mining distance-based outliers in large datasets,"em knox , rt ng",,,1,67
6391,30360,algorithms for mining distance-based outliers in large datasets,"em knorr , rt ng","vldb ,",1998.0,1,67
342,1419,birch : an efficient data clustering method for very large databases,"t zhang , r ramakrishnan , m livny",sigmod conference,1996.0,0,68
535,33353,birch : an efficient method for very large databases,"t zhang , r ramakrishnman , m linvy",acm,,1,68
615,38444,"r. , and livny , m. 1996 . birch : an efficient data clustering method for very large databases",tr zhang,proc . acm sigmod int . conf . management of data,,1,68
1898,41109,birch : an efficient data clustering method for very large databases,tzrrm livny,,1998.0,1,68
1907,12700,birch : anecient dataclusteringmethod forvery large databases,"t zhang , r ramakrishnan , m livny","proceedings of the acm sigmod international conference on & hellip ; ,",,1,68
6308,38853,an efficient data clustering method for very large databases,"z tian , r ramakrishnan , mb livny","proceedings of the 1996 acm sigmod international conference & hellip ; ,",,1,68
311,2255,fast algorithms for universal quantification in large databases,"g graefe , r cole",acm trans . database syst .,1995.0,0,69
536,33858,fast algorithms for universal quantification in large databases,"g graefe , rl cole","acm transactions on database systems ,",1995.0,1,69
316,1133,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,0,70
539,14619,"rastogir. , cure a. , an efficient clustering algorithm for large data bases",s guha,"& hellip ; 1998 , acm sigmod international conference on management of",,1,70
571,4376,cure : an efficient clustering algorithm for large data databases,"s guha , r rastogi , k shim","proc . of the acm sigmod ,",,1,70
6309,9322,cure : an efficient clustering algorithm for categorical attributes,"s guha , r rostogi , k shim","proc . of 1998 acm-sigmod int . conf . on management of data ,",,1,70
304,1734,on the discovery of interesting patterns in association rules,"s ramaswamy , s mahajan , a silberschatz",vldb,1998.0,0,71
545,2457,on the discovery of interesting patterns in association rules,"s ramaswamy , s mahajan , a silberschatz","vldb ,",1998.0,1,71
306,883,privacy-preserving data mining,"r agrawal , r srikant",sigmod conference,2000.0,0,72
553,29969,privacy-preserving data mining,"r agrawal , r srikant",,,1,72
330,1536,fast algorithms for maintaining replica consistency in lazy master replicated databases,"e pacitti , p minet , e simon",vldb,1999.0,0,73
569,20480,fast algorithms for maintaining replica consistency in lazy master replicated databases,"e pacitti , p minet , e simon","vldb ,",1999.0,1,73
71,1920,optimizing queries with universal quantification in object-oriented and object-relational databases,"j clauпen , a kemper , g moerkotte , k peithner",vldb,1997.0,0,74
577,38545,optimizing queries with universal quantification in object-oriented and object-relational databases,"j claussen , a kemper , g moerkotte , k peithner","vldb ,",1997.0,1,74
337,2405,distance-based outliers : algorithms and applications,"e knorr , r ng , v tucakov",vldb j.,2000.0,0,75
580,17782,distance-based outliers : algorithms and applications,"em knorr , rt ng , v tucakov","the vldb journal the international journal on very large & hellip ; ,",2000.0,1,75
350,746,minimization of tree pattern queries,"s amer-yahia , s cho , l lakshmanan , d srivastava",sigmod conference,2001.0,0,76
588,35470,minimization of tree pattem queries,"sa yahia , s cho , lvs lakshmananâ ? ¦",proc of the acm sigmod,,1,76
2876,34282,minimization of tree pattern queries,"a sihem , c sungran , vs laks","proc . of the sigmod . santa barbara ,",,1,76
