ltable_id,rtable_id,label,left_id,left_title,left_category,left_brand,left_modelno,left_price,right_id,right_title,right_category,right_brand,right_modelno,right_price,id
1502,13545,0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,13545,iowa hawkeyes iphone 4 case silicone cover 17.99,computers accessories,tribeca,,,28
226,13545,0,226,los angeles angels of anaheim iphone 4 case silicone cover fva3955,electronics - general,tribeca,,24.99,13545,iowa hawkeyes iphone 4 case silicone cover 17.99,computers accessories,tribeca,,,29
1229,13545,0,1229,michigan wolverines iphone 4 case silicone cover electronics - general tribeca 24.99,,,fva3437,,13545,iowa hawkeyes iphone 4 case silicone cover 17.99,computers accessories,tribeca,,,30
1502,7555,0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,7555,penn state nittany lions iphone 4 case silicone cover cases,,tribeca,,17.99,31
1502,9913,0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,9913,alabama crimson tide iphone 4 case silicone cover computers accessories 17.74,,tribeca,,,32
226,9913,0,226,los angeles angels of anaheim iphone 4 case silicone cover fva3955,electronics - general,tribeca,,24.99,9913,alabama crimson tide iphone 4 case silicone cover computers accessories 17.74,,tribeca,,,33
1502,5842,0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,5842,michigan wolverines iphone 4 case silicone cover computers accessories,,tribeca,,17.99,34
1882,5842,0,1882,michigan wolverines iphone 3g silicone cover electronics - general,,tribeca,fva2158,19.99,5842,michigan wolverines iphone 4 case silicone cover computers accessories,,tribeca,,17.99,35
1229,5842,1,1229,michigan wolverines iphone 4 case silicone cover electronics - general tribeca 24.99,,,fva3437,,5842,michigan wolverines iphone 4 case silicone cover computers accessories,,tribeca,,17.99,36
1502,18895,0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,18895,ohio state buckeyes iphone 4 case silicone cover computers accessories tribeca 17.99,,,,,37
226,18895,0,226,los angeles angels of anaheim iphone 4 case silicone cover fva3955,electronics - general,tribeca,,24.99,18895,ohio state buckeyes iphone 4 case silicone cover computers accessories tribeca 17.99,,,,,38
1229,18895,0,1229,michigan wolverines iphone 4 case silicone cover electronics - general tribeca 24.99,,,fva3437,,18895,ohio state buckeyes iphone 4 case silicone cover computers accessories tribeca 17.99,,,,,39
1502,7665,0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,7665,boston bruins iphone 4 case silicone cover computers accessories 17.99,,tribeca,,,40
226,7665,0,226,los angeles angels of anaheim iphone 4 case silicone cover fva3955,electronics - general,tribeca,,24.99,7665,boston bruins iphone 4 case silicone cover computers accessories 17.99,,tribeca,,,41
337,20538,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,20538,premium compatible hp 11x toner cartridge hp q6511x . black print cartridge high yield hp 12000 pages . . compatible,inkjet printer ink,,hp-q6511x,28.92,42
1861,20538,0,1861,innovera d2130b black compatible high-yield toner print cartridge 58.9,printers,innovera,d2130b,,20538,premium compatible hp 11x toner cartridge hp q6511x . black print cartridge high yield hp 12000 pages . . compatible,inkjet printer ink,,hp-q6511x,28.92,43
337,19585,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,19585,innovera pc201 compatible thermal print cartridge ribbon black 13.13,printer ink toner,innovera,,,44
337,4883,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,4883,innovera 104 - 104 compatible toner 2000 page-yield black innovera,computer accessories,,,,45
1850,4883,0,1850,innovera 7653 compatible ink 8000 page-yield red 7653,printers,innovera,,54.1,4883,innovera 104 - 104 compatible toner 2000 page-yield black innovera,computer accessories,,,,46
1528,4883,0,1528,innovera m4640 compatible remanufactured high-yield ink 484 page-yield black printers innovera,,,m4640,24.99,4883,innovera 104 - 104 compatible toner 2000 page-yield black innovera,computer accessories,,,,47
1861,4883,0,1861,innovera d2130b black compatible high-yield toner print cartridge 58.9,printers,innovera,d2130b,,4883,innovera 104 - 104 compatible toner 2000 page-yield black innovera,computer accessories,,,,48
337,18357,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,18357,new-innovera d2130b - d2130b compatible high-yield toner 2500 page-yield black - ivrd2130b computer accessories,,innovera,,78.0,49
1861,18357,1,1861,innovera d2130b black compatible high-yield toner print cartridge 58.9,printers,innovera,d2130b,,18357,new-innovera d2130b - d2130b compatible high-yield toner 2500 page-yield black - ivrd2130b computer accessories,,innovera,,78.0,50
337,6488,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,6488,ld compatible high yield black laser toner cartridge for lexmark 12a5845 laser printer toner 4inkjets 74.99,,,,,51
2538,6488,0,2538,brother tn450 black toner cartridge high yield toner brother,printers,,tn450,48.88,6488,ld compatible high yield black laser toner cartridge for lexmark 12a5845 laser printer toner 4inkjets 74.99,,,,,52
337,8548,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,8548,ld compatible samsung mlt-d209l high yield black laser toner cartridge,laser printer toner,4inkjets,,57.99,53
337,11678,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,11678,hp q7551x compatible high yield black toner cartridge with chip q7551x,inkjet printer ink,compatible,,24.0,54
2538,11678,0,2538,brother tn450 black toner cartridge high yield toner brother,printers,,tn450,48.88,11678,hp q7551x compatible high yield black toner cartridge with chip q7551x,inkjet printer ink,compatible,,24.0,55
337,4882,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,4882,innovera 106 - 106 compatible toner 5000 page-yield black innovera,storage presentation materials,,,,56
1528,4882,0,1528,innovera m4640 compatible remanufactured high-yield ink 484 page-yield black printers innovera,,,m4640,24.99,4882,innovera 106 - 106 compatible toner 5000 page-yield black innovera,storage presentation materials,,,,57
1861,4882,0,1861,innovera d2130b black compatible high-yield toner print cartridge 58.9,printers,innovera,d2130b,,4882,innovera 106 - 106 compatible toner 5000 page-yield black innovera,storage presentation materials,,,,58
337,13003,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,13003,hp q5949x compatible high yield black toner cartridge with chip hp,laser printer toner,,lj 1320,19.43,59
337,9392,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,9392,tn360 compatible high yield black toner cartridge,printer ink toner,compatible,tn2120,14.95,60
944,9392,0,944,brother tn360 black toner cartridge brother tn360,printers,,,45.54,9392,tn360 compatible high yield black toner cartridge,printer ink toner,compatible,tn2120,14.95,61
2538,9392,0,2538,brother tn450 black toner cartridge high yield toner brother,printers,,tn450,48.88,9392,tn360 compatible high yield black toner cartridge,printer ink toner,compatible,tn2120,14.95,62
73,9392,0,73,hp ce250a black toner cartridge ce250a,printers,hp,,187.04,9392,tn360 compatible high yield black toner cartridge,printer ink toner,compatible,tn2120,14.95,63
1861,9392,0,1861,innovera d2130b black compatible high-yield toner print cartridge 58.9,printers,innovera,d2130b,,9392,tn360 compatible high yield black toner cartridge,printer ink toner,compatible,tn2120,14.95,64
337,11148,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,11148,innovera e40 - 15026363 compatible high-yield toner 4000 page-yield black,computer accessories,innovera,,,65
1528,11148,0,1528,innovera m4640 compatible remanufactured high-yield ink 484 page-yield black printers innovera,,,m4640,24.99,11148,innovera e40 - 15026363 compatible high-yield toner 4000 page-yield black,computer accessories,innovera,,,66
337,16323,0,337,innovera d3010 black compatible high-yield toner print cartridge stationery & office machinery d3010,,innovera,,68.35,16323,innovera d5310 - d5310 compatible reman extra high-yield toner 30000 page-yield black,computers accessories,innovera,,,67
1850,16323,0,1850,innovera 7653 compatible ink 8000 page-yield red 7653,printers,innovera,,54.1,16323,innovera d5310 - d5310 compatible reman extra high-yield toner 30000 page-yield black,computers accessories,innovera,,,68
1528,16323,0,1528,innovera m4640 compatible remanufactured high-yield ink 484 page-yield black printers innovera,,,m4640,24.99,16323,innovera d5310 - d5310 compatible reman extra high-yield toner 30000 page-yield black,computers accessories,innovera,,,69
1861,16323,0,1861,innovera d2130b black compatible high-yield toner print cartridge 58.9,printers,innovera,d2130b,,16323,innovera d5310 - d5310 compatible reman extra high-yield toner 30000 page-yield black,computers accessories,innovera,,,70
53,13427,0,53,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format da-lite 2608.99,electronics - general,,27528,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,71
417,13427,0,417,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,72
576,13427,0,576,da-lite da-glas deluxe rear projection screen - 50 x 50 av format electronics - general 1919.99,,da-lite,27647,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,73
700,13427,0,700,da-lite da-plex deluxe rear projection screen - 50 1 2 x 67 1 4 video format da-lite,electronics - general,,27562,2544.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,74
1605,13427,0,1605,da-lite da-plex deluxe rear projection screen - 36 x 48 video format 27559,electronics - general,da-lite,,1630.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,75
967,13427,0,967,da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format electronics - general 27602,,da-lite,,920.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,76
1178,13427,0,1178,da-lite da-glas deluxe rear projection screen - 96 x 96 av format 6128.99,electronics - general,da-lite,27651,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,77
2430,13427,0,2430,da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format electronics - general 10048.99,,da-lite,23096,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,78
852,13427,0,852,da-lite da-view thru-the-wall rear projection screen - 60 x 80 video format 23046 13997.99,electronics - general,da-lite,,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,79
2472,13427,0,2472,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,electronics - general,da-lite,,7443.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,80
2504,13427,0,2504,da-lite da-glas deluxe rear projection screen - 40 1 4 x 53 3 4 video format da-lite 27655 1752.99,electronics - general,,,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,81
2220,13427,0,2220,da-lite da-plex deluxe rear projection screen - 58 x 104 hdtv format electronics - general,,da-lite,27571,4629.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,82
1257,13427,0,1257,da-lite da-plex unframed rear projection screen - 84 x 84 av format 3561.99,electronics - general,da-lite,27503,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,83
2361,13427,0,2361,da-lite da-glas standard rear projection screen - 50 x 50 av format electronics - general 1631.99,,da-lite,27628,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,84
2020,13427,0,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,85
2332,13427,0,2332,da-lite da-plex self trimming rear projection screen - 40 1 4 x 53 3 4 video format 27580 1892.99,electronics - general,da-lite,,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,86
1060,13427,0,1060,da-lite da-plex self trimming rear projection screen - 58 x 104 hdtv format da-lite 27590,electronics - general,,,4635.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,87
1296,13427,0,1296,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format da-lite 27604 1609.99,electronics - general,,,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,88
1959,13427,0,1959,da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format da-lite 7452.99,electronics - general,,27573,,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,89
2389,13427,0,2389,da-lite da-glas deluxe rear projection screen - 84 x 84 av format electronics - general da-lite 27650,,,,4958.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,,90
53,4728,0,53,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format da-lite 2608.99,electronics - general,,27528,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,91
417,4728,0,417,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,92
576,4728,0,576,da-lite da-glas deluxe rear projection screen - 50 x 50 av format electronics - general 1919.99,,da-lite,27647,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,93
700,4728,0,700,da-lite da-plex deluxe rear projection screen - 50 1 2 x 67 1 4 video format da-lite,electronics - general,,27562,2544.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,94
1605,4728,0,1605,da-lite da-plex deluxe rear projection screen - 36 x 48 video format 27559,electronics - general,da-lite,,1630.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,95
967,4728,0,967,da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format electronics - general 27602,,da-lite,,920.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,96
1178,4728,0,1178,da-lite da-glas deluxe rear projection screen - 96 x 96 av format 6128.99,electronics - general,da-lite,27651,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,97
2430,4728,0,2430,da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format electronics - general 10048.99,,da-lite,23096,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,98
2471,4728,0,2471,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format 23077,electronics - general,da-lite,,11385.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,99
2220,4728,0,2220,da-lite da-plex deluxe rear projection screen - 58 x 104 hdtv format electronics - general,,da-lite,27571,4629.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,100
1257,4728,0,1257,da-lite da-plex unframed rear projection screen - 84 x 84 av format 3561.99,electronics - general,da-lite,27503,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,101
2361,4728,0,2361,da-lite da-glas standard rear projection screen - 50 x 50 av format electronics - general 1631.99,,da-lite,27628,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,102
2332,4728,0,2332,da-lite da-plex self trimming rear projection screen - 40 1 4 x 53 3 4 video format 27580 1892.99,electronics - general,da-lite,,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,103
1959,4728,0,1959,da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format da-lite 7452.99,electronics - general,,27573,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,104
1258,4728,0,1258,da-lite video spectra 1.5 model c manual screen - 78 x 139 hdtv format 787.99,electronics - general,da-lite,82973,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,105
822,4728,0,822,da-lite da-glas standard rear projection screen 81 x 108 video format da-lite 27917 5391.99,electronics - general,,,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,106
1132,4728,0,1132,da-lite da-plex self trimming rear projection screen - 60 x 60 av format electronics - general 27575 2680.99,,da-lite,,,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens 23078,,da-lite,,9044.23,107
53,20429,0,53,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format da-lite 2608.99,electronics - general,,27528,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,108
417,20429,0,417,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,109
576,20429,0,576,da-lite da-glas deluxe rear projection screen - 50 x 50 av format electronics - general 1919.99,,da-lite,27647,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,110
1605,20429,0,1605,da-lite da-plex deluxe rear projection screen - 36 x 48 video format 27559,electronics - general,da-lite,,1630.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,111
967,20429,0,967,da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format electronics - general 27602,,da-lite,,920.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,112
1178,20429,0,1178,da-lite da-glas deluxe rear projection screen - 96 x 96 av format 6128.99,electronics - general,da-lite,27651,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,113
2430,20429,0,2430,da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format electronics - general 10048.99,,da-lite,23096,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,114
852,20429,0,852,da-lite da-view thru-the-wall rear projection screen - 60 x 80 video format 23046 13997.99,electronics - general,da-lite,,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,115
2472,20429,0,2472,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,electronics - general,da-lite,,7443.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,116
2471,20429,0,2471,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format 23077,electronics - general,da-lite,,11385.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,117
1257,20429,0,1257,da-lite da-plex unframed rear projection screen - 84 x 84 av format 3561.99,electronics - general,da-lite,27503,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,118
2361,20429,0,2361,da-lite da-glas standard rear projection screen - 50 x 50 av format electronics - general 1631.99,,da-lite,27628,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,119
2020,20429,0,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,120
1060,20429,0,1060,da-lite da-plex self trimming rear projection screen - 58 x 104 hdtv format da-lite 27590,electronics - general,,,4635.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,121
625,20429,0,625,da-lite da-glas standard rear projection screen 72 x 96 video format 27639 4448.99,electronics - general,da-lite,,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,122
1959,20429,0,1959,da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format da-lite 7452.99,electronics - general,,27573,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,123
626,20429,0,626,da-lite holoscreen rear projection screen - 22 x 33 3 4 video format da-lite 20030 1600.0,electronics - general,,,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,124
166,20429,0,166,da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format da-lite 22472.99,electronics - general,,23074,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,125
822,20429,0,822,da-lite da-glas standard rear projection screen 81 x 108 video format da-lite 27917 5391.99,electronics - general,,,,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,,126
53,2819,0,53,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format da-lite 2608.99,electronics - general,,27528,,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format da-lite,projection screens,,27149,7864.0,127
417,2819,0,417,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format da-lite,projection screens,,27149,7864.0,128
576,2819,0,576,da-lite da-glas deluxe rear projection screen - 50 x 50 av format electronics - general 1919.99,,da-lite,27647,,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format da-lite,projection screens,,27149,7864.0,129
700,2819,0,700,da-lite da-plex deluxe rear projection screen - 50 1 2 x 67 1 4 video format da-lite,electronics - general,,27562,2544.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format da-lite,projection screens,,27149,7864.0,130
