ltable_id,rtable_id,label,left_id,left_title,left_authors,left_venue,left_year,right_id,right_title,right_authors,right_venue,right_year,id
1756,1484,0,1756,web caching for database applications with oracle web cache,"jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu",sigmod conference,2002.0,1484,"a transaction replication scheme for a replicated database with node autonomy ada wai-chee fu , david wai-lok cheung 1994",,very large data bases,,17
2072,1484,1,2072,"a transaction replication scheme for a replicated database with node autonomy david wai-lok cheung , ada wai-chee fu",,vldb,1994.0,1484,"a transaction replication scheme for a replicated database with node autonomy ada wai-chee fu , david wai-lok cheung 1994",,very large data bases,,18
1756,1522,0,1756,web caching for database applications with oracle web cache,"jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu",sigmod conference,2002.0,1522,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,19
786,1522,0,786,dbcache : database caching for web application servers 2002,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,,1522,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,20
2224,1522,0,2224,lore : a database management system for semistructured data sigmod record,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",,1997.0,1522,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,21
1669,1522,0,1669,"active storage hierarchy , database systems and applications - socratic exegesis joel h. saltz , john burgess , felipe cariño , william o'connell vldb",,,1999.0,1522,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,22
2294,1522,0,2294,integrating mining with relational database systems : alternatives and implications,"shiby thomas , rakesh agrawal , sunita sarawagi",sigmod conference,1998.0,1522,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,23
1738,1522,0,1738,"vxmlr : a visual xml-relational database system aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang vldb 2001",,,,1522,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,24
1689,1522,0,1689,parallel database systems in the 1990 's michael j. carey,,sigmod conference,1994.0,1522,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,25
470,1522,0,470,a database system for real-time event aggregation in telecommunication vldb,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott",,1998.0,1522,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,26
2270,1522,0,2270,visdb : a system for visualizing large databases,"hans-peter kriegel , daniel a. keim",sigmod conference,1995.0,1522,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,27
1978,1522,0,1978,"infosphere project : system support for information flow applications calton pu , jonathan walpole , karsten schwan 2001",,sigmod record,,1522,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,28
978,1522,0,978,sap r/3 : a database application system ( tutorial ),"alfons kemper , florian matthes , donald kossmann",sigmod conference,1998.0,1522,paradise : a database system for gis applications corporate the paradise team 1995,,international conference on management of data,,29
1756,722,1,1756,web caching for database applications with oracle web cache,"jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu",sigmod conference,2002.0,722,web caching for database applications with oracle web cache,"jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong",international conference on management of data,2002.0,30
27,722,0,27,form-based proxy caching for database-backed web sites,"jeffrey f. naughton , qiong luo",vldb,2001.0,722,web caching for database applications with oracle web cache,"jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong",international conference on management of data,2002.0,31
677,722,0,677,"building scalable internet applications with oracle8i server olga peschansky , josé alberto fernández , julie basu",,vldb,2000.0,722,web caching for database applications with oracle web cache,"jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong",international conference on management of data,2002.0,32
2072,722,0,2072,"a transaction replication scheme for a replicated database with node autonomy david wai-lok cheung , ada wai-chee fu",,vldb,1994.0,722,web caching for database applications with oracle web cache,"jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong",international conference on management of data,2002.0,33
2175,722,0,2175,issues and evaluations of caching solutions for web application acceleration 2002,"oliver po , divyakant agrawal , radu sion , wen-syan li , wang-pin hsiung , dmitri v. kalashnikov , k. selçuk candan",vldb,,722,web caching for database applications with oracle web cache,"jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong",international conference on management of data,2002.0,34
833,722,0,833,combi-operator : database support for data mining applications vldb 2003,"wolfgang lehner , alexander hinneburg , dirk habich",,,722,web caching for database applications with oracle web cache,"jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong",international conference on management of data,2002.0,35
1756,720,0,1756,web caching for database applications with oracle web cache,"jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu",sigmod conference,2002.0,720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002",,,,36
27,720,0,27,form-based proxy caching for database-backed web sites,"jeffrey f. naughton , qiong luo",vldb,2001.0,720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002",,,,37
2206,720,0,2206,"middle-tier database caching for e-business hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay",,sigmod conference,2002.0,720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002",,,,38
833,720,0,833,combi-operator : database support for data mining applications vldb 2003,"wolfgang lehner , alexander hinneburg , dirk habich",,,720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002",,,,39
1613,720,0,1613,"transparent mid-tier database caching in sql server per-åke larson , jingren zhou , jonathan goldstein 2003",,sigmod conference,,720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002",,,,40
1821,720,0,1821,caching technologies for web applications c. mohan vldb,,,2001.0,720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002",,,,41
1578,720,0,1578,gigascope : a stream database for network applications 2003,"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk",sigmod conference,,720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002",,,,42
651,720,0,651,"dbcache : middle-tier database caching for highly scalable e-business architectures c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald sigmod conference",,,2003.0,720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002",,,,43
2084,720,0,2084,"sybase replication server mark deppe , yongdong wang , alex gorelik sigmod conference 1994",,,,720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002",,,,44
1756,270,0,1756,web caching for database applications with oracle web cache,"jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu",sigmod conference,2002.0,270,"storhouse metanoia - new applications for database , storage & ; data warehousing felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess 2001",,international conference on management of data,,45
353,270,0,353,dec data distributor : for data replication and data warehousing daniel j. dietterich sigmod conference,,,1994.0,270,"storhouse metanoia - new applications for database , storage & ; data warehousing felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess 2001",,international conference on management of data,,46
2050,270,1,2050,"storhouse metanoia - new applications for database , storage & data warehousing sigmod conference 2001","felipe cariño , pekka kostamaa , art kaufmann , john burgess",,,270,"storhouse metanoia - new applications for database , storage & ; data warehousing felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess 2001",,international conference on management of data,,47
2464,59,0,2464,"enabling dynamic content caching for database-driven web sites qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan 2001",,sigmod conference,,59,a layered architecture for querying dynamic web content 1999,"hasan davulcu , juliana freire , michael kifer , i. v. ramakrishnan",international conference on management of data,,48
2303,59,1,2303,a layered architecture for querying dynamic web content sigmod conference,"hasan davulcu , michael kifer , i. v. ramakrishnan , juliana freire",,1999.0,59,a layered architecture for querying dynamic web content 1999,"hasan davulcu , juliana freire , michael kifer , i. v. ramakrishnan",international conference on management of data,,49
1626,59,0,1626,view invalidation for dynamic content caching in multitiered architectures vldb,"k. selçuk candan , wang-pin hsiung , oliver po , divyakant agrawal , wen-syan li",,2002.0,59,a layered architecture for querying dynamic web content 1999,"hasan davulcu , juliana freire , michael kifer , i. v. ramakrishnan",international conference on management of data,,50
2284,59,0,2284,ominisearch : a method for searching dynamic content on the web 2001,"henrique paques , ling liu , david buttler , calton pu",sigmod conference,,59,a layered architecture for querying dynamic web content 1999,"hasan davulcu , juliana freire , michael kifer , i. v. ramakrishnan",international conference on management of data,,51
2464,13,0,2464,"enabling dynamic content caching for database-driven web sites qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan 2001",,sigmod conference,,13,building database-driven electronic catalogs sherif danish acm sigmod record,,,1998.0,52
2464,1417,0,2464,"enabling dynamic content caching for database-driven web sites qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan 2001",,sigmod conference,,1417,"cache portal : technology for accelerating database-driven e-commerce web sites wen-syan li , k. sel &#231; uk candan , wang-pin hsiung , oliver po , divyakant agrawal , qiong luo , wei-kuang waine huang , yusuf akca , cemal yilmaz 2001",,very large data bases,,53
615,1417,1,615,"cache portal : technology for accelerating database-driven e-commerce web sites yusuf akca , cemal yilmaz , k. selçuk candan , wen-syan li , wei-kuang waine huang , qiong luo , divyakant agrawal , wang-pin hsiung , oliver po 2001",,vldb,,1417,"cache portal : technology for accelerating database-driven e-commerce web sites wen-syan li , k. sel &#231; uk candan , wang-pin hsiung , oliver po , divyakant agrawal , qiong luo , wei-kuang waine huang , yusuf akca , cemal yilmaz 2001",,very large data bases,,54
570,1417,0,570,"cacheportal ii : acceleration of very large scale data center-hosted database-driven web applications wang-pin hsiung , kunihiro taniguchi , yusuf akca , oliver po , wen-syan li , divyakant agrawal , k. selçuk candan",,vldb,2003.0,1417,"cache portal : technology for accelerating database-driven e-commerce web sites wen-syan li , k. sel &#231; uk candan , wang-pin hsiung , oliver po , divyakant agrawal , qiong luo , wei-kuang waine huang , yusuf akca , cemal yilmaz 2001",,very large data bases,,55
648,709,0,648,homer : a model-based case tool for data-intensive web sites sigmod conference 2000,"paolo atzeni , paolo merialdo , marco pecorone , marco magnante , giansalvatore mecca",,,709,roadrunner : automatic data extraction from data-intensive web sites international conference on management of data 2002,"valter crescenzi , giansalvatore mecca , paolo merialdo",,,56
1704,709,0,1704,design principles for data-intensive web sites,"piero fraternali , stefano paraboschi , stefano ceri",sigmod record,1999.0,709,roadrunner : automatic data extraction from data-intensive web sites international conference on management of data 2002,"valter crescenzi , giansalvatore mecca , paolo merialdo",,,57
1170,709,1,1170,"roadrunner : automatic data extraction from data-intensive web sites giansalvatore mecca , valter crescenzi , paolo merialdo sigmod conference",,,2002.0,709,roadrunner : automatic data extraction from data-intensive web sites international conference on management of data 2002,"valter crescenzi , giansalvatore mecca , paolo merialdo",,,58
760,709,0,760,"data-driven , one-to-one web site generation for data-intensive applications 1999","stefano paraboschi , piero fraternali , stefano ceri",vldb,,709,roadrunner : automatic data extraction from data-intensive web sites international conference on management of data 2002,"valter crescenzi , giansalvatore mecca , paolo merialdo",,,59
648,1399,0,648,homer : a model-based case tool for data-intensive web sites sigmod conference 2000,"paolo atzeni , paolo merialdo , marco pecorone , marco magnante , giansalvatore mecca",,,1399,caching strategies for data-intensive web sites,"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",very large data bases,2000.0,60
27,1399,0,27,form-based proxy caching for database-backed web sites,"jeffrey f. naughton , qiong luo",vldb,2001.0,1399,caching strategies for data-intensive web sites,"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",very large data bases,2000.0,61
1704,1399,0,1704,design principles for data-intensive web sites,"piero fraternali , stefano paraboschi , stefano ceri",sigmod record,1999.0,1399,caching strategies for data-intensive web sites,"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",very large data bases,2000.0,62
1170,1399,0,1170,"roadrunner : automatic data extraction from data-intensive web sites giansalvatore mecca , valter crescenzi , paolo merialdo sigmod conference",,,2002.0,1399,caching strategies for data-intensive web sites,"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",very large data bases,2000.0,63
760,1399,0,760,"data-driven , one-to-one web site generation for data-intensive applications 1999","stefano paraboschi , piero fraternali , stefano ceri",vldb,,1399,caching strategies for data-intensive web sites,"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",very large data bases,2000.0,64
1389,1399,0,1389,"tuple routing strategies for distributed eddies feng tian , david j. dewitt vldb 2003",,,,1399,caching strategies for data-intensive web sites,"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",very large data bases,2000.0,65
648,99,0,648,homer : a model-based case tool for data-intensive web sites sigmod conference 2000,"paolo atzeni , paolo merialdo , marco pecorone , marco magnante , giansalvatore mecca",,,99,"design principles for data-intensive web sites stefano ceri , piero fraternali , stefano paraboschi 1999",,acm sigmod record,,66
1704,99,1,1704,design principles for data-intensive web sites,"piero fraternali , stefano paraboschi , stefano ceri",sigmod record,1999.0,99,"design principles for data-intensive web sites stefano ceri , piero fraternali , stefano paraboschi 1999",,acm sigmod record,,67
1170,99,0,1170,"roadrunner : automatic data extraction from data-intensive web sites giansalvatore mecca , valter crescenzi , paolo merialdo sigmod conference",,,2002.0,99,"design principles for data-intensive web sites stefano ceri , piero fraternali , stefano paraboschi 1999",,acm sigmod record,,68
648,836,0,648,homer : a model-based case tool for data-intensive web sites sigmod conference 2000,"paolo atzeni , paolo merialdo , marco pecorone , marco magnante , giansalvatore mecca",,,836,"data-driven , one-to-one web site generation for data-intensive applications very large data bases","stefano ceri , piero fraternali , stefano paraboschi",,1999.0,69
2058,836,0,2058,"caching strategies for data-intensive web sites khaled yagoub , patrick valduriez , valérie issarny , daniela florescu vldb 2000",,,,836,"data-driven , one-to-one web site generation for data-intensive applications very large data bases","stefano ceri , piero fraternali , stefano paraboschi",,1999.0,70
1170,836,0,1170,"roadrunner : automatic data extraction from data-intensive web sites giansalvatore mecca , valter crescenzi , paolo merialdo sigmod conference",,,2002.0,836,"data-driven , one-to-one web site generation for data-intensive applications very large data bases","stefano ceri , piero fraternali , stefano paraboschi",,1999.0,71
2410,1496,0,2410,"a predicate-based caching scheme for client-server database architectures julie basu , arthur m. keller",,vldb j.,1996.0,1496,upsizing form file server to client server architectures corporate the access team microsoft international conference on management of data 1995,,,,72
1337,1496,0,1337,"proxy-server architectures for olap panos kalnis , dimitris papadias",,sigmod conference,2001.0,1496,upsizing form file server to client server architectures corporate the access team microsoft international conference on management of data 1995,,,,73
300,1496,0,300,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994",,,,1496,upsizing form file server to client server architectures corporate the access team microsoft international conference on management of data 1995,,,,74
2410,2014,0,2410,"a predicate-based caching scheme for client-server database architectures julie basu , arthur m. keller",,vldb j.,1996.0,2014,dbcache : middle-tier database caching for highly scalable e-business architectures international conference on management of data 2003,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",,,75
786,2014,0,786,dbcache : database caching for web application servers 2002,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,,2014,dbcache : middle-tier database caching for highly scalable e-business architectures international conference on management of data 2003,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",,,76
651,2014,1,651,"dbcache : middle-tier database caching for highly scalable e-business architectures c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald sigmod conference",,,2003.0,2014,dbcache : middle-tier database caching for highly scalable e-business architectures international conference on management of data 2003,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",,,77
2085,2014,0,2085,"a scalable and highly available networked database architecture angelo pruscino , rafiul ahad , roger bamford vldb",,,1999.0,2014,dbcache : middle-tier database caching for highly scalable e-business architectures international conference on management of data 2003,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",,,78
27,414,0,27,form-based proxy caching for database-backed web sites,"jeffrey f. naughton , qiong luo",vldb,2001.0,414,"homer : a model-based case tool for data-intensive web sites paolo merialdo , paolo atzeni , marco magnante , giansalvatore mecca , marco pecorone",,international conference on management of data,2000.0,79
1704,414,0,1704,design principles for data-intensive web sites,"piero fraternali , stefano paraboschi , stefano ceri",sigmod record,1999.0,414,"homer : a model-based case tool for data-intensive web sites paolo merialdo , paolo atzeni , marco magnante , giansalvatore mecca , marco pecorone",,international conference on management of data,2000.0,80
760,414,0,760,"data-driven , one-to-one web site generation for data-intensive applications 1999","stefano paraboschi , piero fraternali , stefano ceri",vldb,,414,"homer : a model-based case tool for data-intensive web sites paolo merialdo , paolo atzeni , marco magnante , giansalvatore mecca , marco pecorone",,international conference on management of data,2000.0,81
27,269,0,27,form-based proxy caching for database-backed web sites,"jeffrey f. naughton , qiong luo",vldb,2001.0,269,"enabling dynamic content caching for database-driven web sites k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal 2001",,international conference on management of data,,82
2058,269,0,2058,"caching strategies for data-intensive web sites khaled yagoub , patrick valduriez , valérie issarny , daniela florescu vldb 2000",,,,269,"enabling dynamic content caching for database-driven web sites k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal 2001",,international conference on management of data,,83
2303,269,0,2303,a layered architecture for querying dynamic web content sigmod conference,"hasan davulcu , michael kifer , i. v. ramakrishnan , juliana freire",,1999.0,269,"enabling dynamic content caching for database-driven web sites k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal 2001",,international conference on management of data,,84
1626,269,0,1626,view invalidation for dynamic content caching in multitiered architectures vldb,"k. selçuk candan , wang-pin hsiung , oliver po , divyakant agrawal , wen-syan li",,2002.0,269,"enabling dynamic content caching for database-driven web sites k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal 2001",,international conference on management of data,,85
2284,269,0,2284,ominisearch : a method for searching dynamic content on the web 2001,"henrique paques , ling liu , david buttler , calton pu",sigmod conference,,269,"enabling dynamic content caching for database-driven web sites k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal 2001",,international conference on management of data,,86
615,269,0,615,"cache portal : technology for accelerating database-driven e-commerce web sites yusuf akca , cemal yilmaz , k. selçuk candan , wen-syan li , wei-kuang waine huang , qiong luo , divyakant agrawal , wang-pin hsiung , oliver po 2001",,vldb,,269,"enabling dynamic content caching for database-driven web sites k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal 2001",,international conference on management of data,,87
2176,269,0,2176,"generating dynamic content at database-backed web servers : cgi-bin vs. mod_perl alexandros labrinidis , nick roussopoulos",,sigmod record,2000.0,269,"enabling dynamic content caching for database-driven web sites k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal 2001",,international conference on management of data,,88
27,1202,0,27,form-based proxy caching for database-backed web sites,"jeffrey f. naughton , qiong luo",vldb,2001.0,1202,a predicate-based caching scheme for client-server database architectures 1996,"arthur m. keller , julie basu",the vldb journal -- the international journal on very large data bases,,89
786,1202,0,786,dbcache : database caching for web application servers 2002,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,,1202,a predicate-based caching scheme for client-server database architectures 1996,"arthur m. keller , julie basu",the vldb journal -- the international journal on very large data bases,,90
651,1202,0,651,"dbcache : middle-tier database caching for highly scalable e-business architectures c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald sigmod conference",,,2003.0,1202,a predicate-based caching scheme for client-server database architectures 1996,"arthur m. keller , julie basu",the vldb journal -- the international journal on very large data bases,,91
1458,1202,0,1458,highly concurrent cache consistency for indices in client-server database systems sigmod conference 1997,"michael j. carey , markos zaharioudakis",,,1202,a predicate-based caching scheme for client-server database architectures 1996,"arthur m. keller , julie basu",the vldb journal -- the international journal on very large data bases,,92
2588,1202,0,2588,a content-based multimedia server for massively parallel architectures,"c. watson , g. linderman , euthimios panagos , t. walters , ion tim ieong , alexandros biliris , j. wang , s. choo , david schrader , p. colin , william o'connell , grace au",sigmod conference,1996.0,1202,a predicate-based caching scheme for client-server database architectures 1996,"arthur m. keller , julie basu",the vldb journal -- the international journal on very large data bases,,93
300,1202,0,300,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994",,,,1202,a predicate-based caching scheme for client-server database architectures 1996,"arthur m. keller , julie basu",the vldb journal -- the international journal on very large data bases,,94
2420,1202,0,2420,"an adaptive hybrid server architecture for client caching odbmss m. tamer özsu , kaladhar voruganti , ronald c. unrau",,vldb,1999.0,1202,a predicate-based caching scheme for client-server database architectures 1996,"arthur m. keller , julie basu",the vldb journal -- the international journal on very large data bases,,95
786,2001,0,786,dbcache : database caching for web application servers 2002,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,,2001,gigascope : a stream database for network applications international conference on management of data 2003,"chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",,,96
306,2001,0,306,paradise : a database system for gis applications 1995,paradise team,sigmod conference,,2001,gigascope : a stream database for network applications international conference on management of data 2003,"chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",,,97
2467,2001,0,2467,"acdn : a content delivery network for applications michael rabinovich , pradnya karbhari , fred douglis , zhen xiao 2002",,sigmod conference,,2001,gigascope : a stream database for network applications international conference on management of data 2003,"chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",,,98
1294,2001,0,1294,tribeca : a stream database manager for network traffic analysis mark sullivan,,vldb,1996.0,2001,gigascope : a stream database for network applications international conference on management of data 2003,"chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",,,99
2206,2015,0,2206,"middle-tier database caching for e-business hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay",,sigmod conference,2002.0,2015,transparent mid-tier database caching in sql server international conference on management of data 2003,"per - &#197; ke larson , jonathan goldstein , jingren zhou",,,100
